Semester & Year (Course Identifyer),Session,Class Type,Open or Closed,Capacity,Professor
,16859,001,Lecture(3),Closed,241 / 230
16859,001,Lecture(3),Closed,241 / 230,Paul McBurney
16859,001,Lecture(3),Closed,241 / 230,Paul McBurney
16860,002,Lecture(3),Closed,240 / 230,Paul McBurney
,15951,001,Lecture(3),Open,46 / 150
15951,001,Lecture(3),Open,46 / 150,Panagiotis Apostolellis
15951,001,Lecture(3),Open,46 / 150,Panagiotis Apostolellis
,15856,001,Lecture(3),Open,159 / 160
15856,001,Lecture(3),Open,159 / 160,Mark Sherriff
15856,001,Lecture(3),Open,159 / 160,Mark Sherriff
16921,002,Lecture(3),Open,137 / 155,Mark Sherriff
15883,101,Laboratory(0),Open,296 / 300,Mark Sherriff
,16403,001,Lecture(3),Open,136 / 140
16403,001,Lecture(3),Open,136 / 140,Upsorn Praphamontripong
16403,001,Lecture(3),Open,136 / 140,Upsorn Praphamontripong
,16402,001,Lecture(3),Closed,146 / 140
16402,001,Lecture(3),Closed,146 / 140,Angela Orebaugh
16402,001,Lecture(3),Closed,146 / 140,Angela Orebaugh
16590,002,Lecture(3),Closed,143 / 140,Angela Orebaugh
19279,003,Lecture(3),Open,107 / 150,Aaron Bloomfield
,20846,001,Lecture(3),Open,79 / 90
20846,001,Lecture(3),Open,79 / 90,Derrick Stone
20846,001,Lecture(3),Open,79 / 90,Derrick Stone
,15496,001,Lecture(3),Closed,160 / 125
15496,001,Lecture(3),Closed,160 / 125,Kevin Skadron
15496,001,Lecture(3),Closed,160 / 125,Kevin Skadron
,20095,001,Lecture(3),Open,6 / 18
20095,001,Lecture(3),Open,6 / 18,Homa Alemzadeh
20095,001,Lecture(3),Open,6 / 18,Homa Alemzadeh
,,Privacy in the Internet Age,16405,001,Lecture(3)
,Privacy in the Internet Age,16405,001,Lecture(3),Open
16405,001,Lecture(3),Open,88 / 92,Yixin Sun
16414,002,Lecture(3),Open,39 / 48,Madhur Behl
16861,004,Lecture(3),Open,49 / 90,Aaron Bloomfield
16862,005,Lecture(3),Open,29 / 75,Panagiotis Apostolellis
19281,007,Lecture(3),Open,28 / 75,Shangtong Zhang
19654,008,Lecture(3),Open,9 / 14,Miaomiao Zhang
20312,009,Lecture(3),Closed,7 / 7,Brad Campbell+1
21083,010,Lecture(3),Permission,27 / 35,Jack Davidson
,16171,001,Lecture(3),Open,46 / 70
16171,001,Lecture(3),Open,46 / 70,Matthew Dwyer
16171,001,Lecture(3),Open,46 / 70,Matthew Dwyer
,16912,001,Lecture(3),Open,52 / 75
16912,001,Lecture(3),Open,52 / 75,Wajih Ul Hassan
16912,001,Lecture(3),Open,52 / 75,Wajih Ul Hassan
,19282,001,Lecture(3),Open,64 / 80
19282,001,Lecture(3),Open,64 / 80,Robbie Hott
19282,001,Lecture(3),Open,64 / 80,Robbie Hott
,16003,001,Lecture(3),Open,97 / 100
16003,001,Lecture(3),Open,97 / 100,Lu Feng
16003,001,Lecture(3),Open,97 / 100,Lu Feng
20781,002,Lecture(3),Permission,67 / 60,Ferdinando Fioretto
,16034,001,Lecture(3),Closed,141 / 140
16034,001,Lecture(3),Closed,141 / 140,Upsorn Praphamontripong
16034,001,Lecture(3),Closed,141 / 140,Upsorn Praphamontripong
,16404,001,Lecture(3),Open,77 / 82
16404,001,Lecture(3),Open,77 / 82,Rich Nguyen
16404,001,Lecture(3),Open,77 / 82,Rich Nguyen
19283,002,Lecture(3),Open,132 / 140,Rich Nguyen
,16486,001,IND(1 - 3),Permission,0 / 30
16486,001,IND(1 - 3),Permission,0 / 30,David Wu
16486,001,IND(1 - 3),Permission,0 / 30,David Wu
16487,002,IND(1 - 3),Permission,0 / 30,Haifeng Xu
16488,003,IND(1 - 3),Permission,3 / 30,Seongkook Heo
16515,004,IND(1 - 3),Permission,0 / 30,Daniel Graham
16522,005,IND(1 - 3),Permission,0 / 30,Jack Davidson
16406,007,IND(1 - 3),Permission,1 / 30,Aidong Zhang
20476,008,IND(1 - 3),Permission,1 / 30,Briana Morrison
16539,010,IND(1 - 3),Permission,3 / 30,Rich Nguyen
15889,011,IND(1 - 3),Permission,0 / 30,David Evans
16565,012,IND(1 - 3),Permission,0 / 30,Madhav Marathe
16864,014,IND(1 - 3),Permission,0 / 30,Rosanne Vrugtman
16584,017,IND(1 - 3),Permission,0 / 30,Aaron Bloomfield
16669,019,IND(1 - 3),Permission,0 / 30,Sebastian Elbaum
16258,020,IND(1 - 3),Permission,1 / 30,Madhur Behl
15890,021,IND(1 - 3),Permission,0 / 30,Mark Sherriff
15926,022,IND(1 - 3),Permission,0 / 30,Mark Floryan
15928,023,IND(1 - 3),Permission,0 / 30,Yanjun Qi
16672,024,IND(1 - 3),Permission,0 / 30,Robbie Hott
16052,026,IND(1 - 3),Permission,1 / 30,Nada Basit
16743,027,IND(1 - 3),Permission,0 / 30,Ashish Venkat
16772,028,IND(1 - 3),Permission,0 / 30,Nicola Bezzo
16773,029,IND(1 - 3),Permission,0 / 30,Kristen Naegle
21413,031,IND(1 - 3),Permission,1 / 30,Jundong Li
16119,032,IND(1 - 3),Permission,1 / 30,Haiying Shen
16774,033,IND(1 - 3),Permission,0 / 30,Denis Nekipelov
16120,034,IND(1 - 3),Permission,0 / 30,Charles Reiss
16122,036,IND(1 - 3),Permission,0 / 30,Upsorn Praphamontripong
16190,038,IND(1 - 3),Permission,0 / 30,Lu Feng
16305,039,IND(1 - 3),Permission,0 / 30,Thomas Pinckney
16312,040,IND(1 - 3),Permission,0 / 30,Nathan Brunelle
16775,041,IND(1 - 3),Permission,2 / 30,Tariq Iqbal
16324,042,IND(1 - 3),Permission,0 / 30,Homa Alemzadeh
16325,043,IND(1 - 3),Permission,0 / 30,Jonathan Goodall
16776,044,IND(1 - 3),Permission,0 / 30,Afsaneh Doryab
16822,045,IND(1 - 3),Permission,0 / 30,Paul McBurney
16365,046,IND(1 - 3),Permission,0 / 30,Yangfeng Ji
16371,047,IND(1 - 3),Permission,0 / 30,Farzad Hassanzadeh
16828,048,IND(1 - 3),Permission,0 / 30,Felix Lin
16839,049,IND(1 - 3),Permission,0 / 30,Raymond Pettit
16962,050,IND(1 - 3),Permission,0 / 30,Elizabeth Orrico
16973,051,IND(1 - 3),Permission,1 / 30,Yixin Sun
17074,052,IND(1 - 3),Permission,0 / 30,Tianhao Wang
17095,053,IND(1 - 3),Permission,3 / 30,Geoffrey Fox
20523,054,IND(1 - 3),Permission,2 / 30,Kevin Sullivan
20613,055,IND(1 - 3),Permission,1 / 30,Panagiotis Apostolellis
,16945,001,SEM(0),Open,94 / 100
16945,001,SEM(0),Open,94 / 100,Briana Morrison+1
16945,001,SEM(0),Open,94 / 100,Briana Morrison+1
16963,002,SEM(0),Closed,21 / 20,Briana Morrison+1
,16419,001,IND(1 - 3),Permission,0 / 30
16419,001,IND(1 - 3),Permission,0 / 30,Aaron Bloomfield
16419,001,IND(1 - 3),Permission,0 / 30,Aaron Bloomfield
15582,002,IND(1 - 3),Permission,0 / 30,Mark Sherriff
15806,003,IND(1 - 3),Permission,0 / 30,Tom Horton
16407,004,IND(1 - 3),Permission,0 / 30,Aidong Zhang
16421,005,IND(1 - 3),Open,0 / 30,Anil Vullikanti
16422,006,IND(1 - 3),Open,0 / 30,Madhav Marathe
16777,007,IND(1 - 3),Permission,0 / 30,Nicola Bezzo
16457,008,IND(1 - 3),Permission,0 / 30,Luther Tychonievich
15800,009,IND(1 - 3),Permission,0 / 30,David Evans
16473,010,IND(1 - 3),Permission,0 / 30,Robbie Hott
16474,011,IND(1 - 3),Permission,2 / 30,Panagiotis Apostolellis
16475,012,IND(1 - 3),Permission,0 / 30,David Wu
16476,013,IND(1 - 3),Permission,0 / 30,Haifeng Xu
16477,014,IND(1 - 3),Permission,3 / 30,Seongkook Heo
16478,015,IND(1 - 3),Permission,0 / 30,Ashish Venkat
16516,016,IND(1 - 3),Permission,0 / 30,Daniel Graham
16523,017,IND(1 - 3),Permission,0 / 30,Jack Davidson
15920,018,IND(1 - 3),Permission,0 / 30,Yanjun Qi
16526,019,IND(1 - 3),Permission,1 / 30,Homa Alemzadeh
16541,020,IND(1 - 3),Permission,1 / 30,Madhur Behl
16542,021,IND(1 - 3),Permission,1 / 30,Brad Campbell
15961,022,IND(1 - 3),Permission,0 / 30,Mark Floryan
16564,023,IND(1 - 3),Permission,0 / 30,Yonghwi Kwon
16013,024,IND(1 - 3),Permission,3 / 30,Nada Basit
21162,025,IND(1 - 3),Permission,3 / 30,Wei-Kai Lin
16778,026,IND(1 - 3),Permission,0 / 30,Kristen Naegle
16779,027,IND(1 - 3),Permission,0 / 30,Denis Nekipelov
16780,028,IND(1 - 3),Permission,0 / 30,Tariq Iqbal
16781,029,IND(1 - 3),Permission,5 / 30,Afsaneh Doryab
16804,030,IND(1 - 3),Permission,1 / 30,Upsorn Praphamontripong
16809,031,IND(1 - 3),Permission,0 / 30,Yixin Sun
16076,032,IND(1 - 3),Permission,0 / 30,Samira Khan
16818,033,IND(1 - 3),Permission,11 / 30,Judy Fox
16123,034,IND(1 - 3),Permission,0 / 30,Haiying Shen
16841,035,IND(1 - 3),Permission,0 / 30,Yangfeng Ji
16842,036,IND(1 - 3),Permission,1 / 30,Jundong Li
16845,038,IND(1 - 3),Permission,0 / 30,Jim Cohoon
16191,039,IND(1 - 3),Permission,0 / 30,Lu Feng
16217,040,IND(1 - 3),Permission,0 / 30,Nathan Brunelle
16846,041,IND(1 - 3),Permission,6 / 30,Geoffrey Fox
16260,042,IND(1 - 3),Permission,0 / 30,Yuan Tian
16961,043,IND(1 - 3),Permission,0 / 30,Elizabeth Orrico
17068,044,IND(1 - 3),Permission,0 / 30,Yue Cheng
16323,045,IND(1 - 3),Permission,0 / 30,Jonathan Goodall
17080,046,IND(1 - 3),Permission,2 / 30,Kevin Sullivan
17087,047,IND(1 - 3),Permission,0 / 30,Miaomiao Zhang
17106,048,IND(1 - 3),Permission,0 / 30,Tianhao Wang
17114,049,IND(1 - 3),Permission,0 / 30,Felix Lin
16331,050,IND(1 - 3),Permission,1 / 30,Sebastian Elbaum
17115,051,IND(1 - 3),Permission,0 / 30,Briana Morrison
17117,052,IND(1 - 3),Permission,0 / 30,Raymond Pettit
17133,053,IND(1 - 3),Permission,2 / 30,Rich Nguyen
20533,054,IND(1 - 3),Permission,2 / 30,Paul McBurney
,16431,001,IND(3),Permission,0 / 30
16431,001,IND(3),Permission,0 / 30,David Evans
16431,001,IND(3),Permission,0 / 30,David Evans
16432,002,IND(3),Permission,0 / 30,Yuan Tian
16433,003,IND(3),Permission,0 / 30,Panagiotis Apostolellis+1
21479,004,IND(3),Permission,1 / 30,Brad Campbell
16479,005,IND(3),Permission,0 / 30,Robbie Hott
16480,006,IND(3),Permission,0 / 30,Daniel Graham
16481,007,IND(3),Permission,0 / 30,David Wu
16482,008,IND(3),Permission,0 / 30,Haifeng Xu
16483,009,IND(3),Permission,0 / 30,Seongkook Heo
16484,010,IND(3),Permission,0 / 30,Sebastian Elbaum
16485,011,IND(3),Permission,0 / 30,Ashish Venkat
16527,012,IND(3),Permission,0 / 30,Homa Alemzadeh
16374,013,IND(3),Permission,0 / 30,Yanjun Qi
16299,014,IND(3),Permission,0 / 30,Mark Sherriff
16625,015,IND(3),Permission,0 / 30,Madhav Marathe
16723,016,IND(3),Permission,0 / 30,Ku-Lung Hsu
16724,017,IND(3),Permission,0 / 30,E Dukes
16725,018,IND(3),Permission,0 / 30,Mona Kasra
16726,019,IND(3),Permission,0 / 30,Tariq Iqbal
16727,020,IND(3),Permission,0 / 30,Gizem Korkmaz
16732,021,IND(3),Permission,0 / 30,Olivier Pfister
16782,022,IND(3),Permission,0 / 30,Nicola Bezzo
16783,023,IND(3),Permission,0 / 30,Kristen Naegle
16784,024,IND(3),Permission,0 / 30,Denis Nekipelov
16785,025,IND(3),Permission,0 / 30,Afsaneh Doryab
16819,026,IND(3),Permission,0 / 30,Judy Fox
16837,027,IND(3),Permission,0 / 30,Michele Claibourn
16956,028,IND(3),Permission,0 / 30,Rich Nguyen
16986,029,IND(3),Permission,0 / 30,Panagiotis Apostolellis
17097,030,IND(3),Permission,0 / 30,Kevin Skadron
20760,031,IND(3),Permission,1 / 30,Shangtong Zhang
,16692,001,Lecture(3),Open,18 / 60
16692,001,Lecture(3),Open,18 / 60,Haiying Shen
16692,001,Lecture(3),Open,18 / 60,Haiying Shen
,15554,001,Lecture(1 - 3),Open,91 / 94
15554,001,Lecture(1 - 3),Open,91 / 94,Sandhya Dwarkadas
15554,001,Lecture(1 - 3),Open,91 / 94,Sandhya Dwarkadas
21026,002,Lecture(1 - 3),Open,19 / 24,Sandhya Dwarkadas
,20845,001,Lecture(3),Open,13 / 50
20845,001,Lecture(3),Open,13 / 50,Wei-Kai Lin
20845,001,Lecture(3),Open,13 / 50,Wei-Kai Lin
,19622,001,Lecture(3),Open,66 / 75
19622,001,Lecture(3),Open,66 / 75,Aidong Zhang
19622,001,Lecture(3),Open,66 / 75,Aidong Zhang
,20351,001,Lecture(3),Open,29 / 30
20351,001,Lecture(3),Open,29 / 30,Adwait Jog
20351,001,Lecture(3),Open,29 / 30,Adwait Jog
,20094,001,Lecture(3),Open,7 / 10
20094,001,Lecture(3),Open,7 / 10,Homa Alemzadeh
20094,001,Lecture(3),Open,7 / 10,Homa Alemzadeh
,,Human-Computer Interaction,16377,001,Lecture(3)
,Human-Computer Interaction,16377,001,Lecture(3),Open
16377,001,Lecture(3),Open,68 / 76,Seongkook Heo
16659,002,Lecture(3),Open,27 / 40,Tom Fletcher+1
16797,003,Lecture(3),Open,15 / 17,Brad Campbell+1
16762,004,Lecture(3),Open,18 / 23,Afsaneh Doryab
19286,006,Lecture(3),Permission,29 / 30,David Evans
19293,008,Lecture(3),Open,19 / 30,Sebastian Elbaum
19541,009,Lecture(3),Open,10 / 15,Jundong Li
19655,010,Lecture(3),Closed,16 / 14,Miaomiao Zhang
19288,011,Lecture(3),Open,21 / 30,Yen-Ling Kuo
16618,012,Lecture(3),Open,15 / 20,Nicola Bezzo
19289,013,Lecture(3),Closed,76 / 75,Yangfeng Ji
20790,014,Lecture(3),Open,8 / 30,Hyojoon Kim
20852,015,Lecture(3),Permission,17 / 20,Chang Lou
,16696,001,Lecture(3),Closed,48 / 48
16696,001,Lecture(3),Closed,48 / 48,Felix Lin
16696,001,Lecture(3),Closed,48 / 48,Felix Lin
,20157,001,Lecture(3),Closed,12 / 12
20157,001,Lecture(3),Closed,12 / 12,Brad Campbell+1
20157,001,Lecture(3),Closed,12 / 12,Brad Campbell+1
,16442,002,IND(1),Open,1 / 30
16442,002,IND(1),Open,1 / 30,Farzad Hassanzadeh
16442,002,IND(1),Open,1 / 30,Farzad Hassanzadeh
16467,003,IND(1),Open,0 / 30,Madhav Marathe
16224,004,IND(1),Open,1 / 30,David Evans
16489,005,IND(1),Open,0 / 30,David Wu
16225,006,IND(1),Open,0 / 30,Miaomiao Zhang
16227,008,IND(1),Open,2 / 30,Aidong Zhang
16490,009,IND(1),Open,0 / 30,Haifeng Xu
16491,010,IND(1),Open,0 / 30,Seongkook Heo
16492,011,IND(1),Open,1 / 30,Sebastian Elbaum
16493,013,IND(1),Open,0 / 30,Ashish Venkat
16521,015,IND(1),Open,2 / 30,Jack Davidson
16230,016,IND(1),Open,0 / 30,Haiying Shen
16231,017,IND(1),Open,1 / 30,Kevin Skadron
16528,018,IND(1),Open,0 / 30,Homa Alemzadeh
16233,020,IND(1),Open,0 / 30,Kevin Sullivan
21214,022,IND(1),Open,0 / 30,Chang Lou
16552,024,IND(1),Open,0 / 30,Lu Feng
16574,025,IND(1),Open,0 / 30,Mohammad Mahmoody
16575,026,IND(1),Open,0 / 30,Yanjun Qi
16582,027,IND(1),Open,0 / 30,Madhur Behl
16627,028,IND(1),Open,0 / 30,Charles Reiss
16628,029,IND(1),Open,0 / 30,Michael Albert
16629,030,IND(1),Open,0 / 30,Panagiotis Apostolellis
16630,031,IND(1),Open,0 / 30,Nada Basit
16631,032,IND(1),Open,0 / 30,Aaron Bloomfield
16632,033,IND(1),Open,0 / 30,Nathan Brunelle
16633,034,IND(1),Open,0 / 30,Brad Campbell
16657,035,IND(1),Open,0 / 30,Anil Vullikanti
16634,036,IND(1),Open,1 / 30,Matthew Dwyer
16635,037,IND(1),Open,1 / 30,Tom Fletcher
16636,038,IND(1),Open,0 / 30,Mark Floryan
16637,039,IND(1),Open,0 / 30,Daniel Graham
16638,040,IND(1),Open,0 / 30,Tom Horton
16639,041,IND(1),Open,0 / 30,Robbie Hott
21528,042,IND(1),Open,1 / 30,Yue Cheng
16641,043,IND(1),Open,1 / 30,Yangfeng Ji
16642,044,IND(1),Open,1 / 30,Samira Khan
16644,046,IND(1),Open,0 / 30,Jundong Li
16645,047,IND(1),Open,0 / 30,Worthy Martin
16646,048,IND(1),Open,0 / 30,Paul McBurney
16647,049,IND(1),Open,0 / 30,Rich Nguyen
16648,050,IND(1),Open,0 / 30,Raymond Pettit
16649,051,IND(1),Open,0 / 30,Thomas Pinckney
16650,052,IND(1),Open,0 / 30,Upsorn Praphamontripong
16652,054,IND(1),Open,0 / 30,Mark Sherriff
16654,056,IND(1),Open,0 / 30,Derrick Stone
16655,057,IND(1),Open,0 / 30,Yixin Sun
16957,059,IND(1),Open,7 / 30,Felix Lin
17045,060,IND(1),Open,0 / 30,Shangtong Zhang
21216,062,IND(1),Open,0 / 30,Ferdinando Fioretto
21217,063,IND(1),Open,0 / 30,Wei-Kai Lin
21218,064,IND(1),Open,0 / 30,Hyojoon Kim
21219,065,IND(1),Open,1 / 30,Chen-Yu Wei
21220,066,IND(1),Open,0 / 30,Yen-Ling Kuo
,16530,001,IND(1 - 12),Open,0 / 30
16530,001,IND(1 - 12),Open,0 / 30,Homa Alemzadeh
16530,001,IND(1 - 12),Open,0 / 30,Homa Alemzadeh
17071,002,IND(1 - 12),Open,1 / 30,Yue Cheng
17092,003,IND(1 - 12),Permission,0 / 30,Panagiotis Apostolellis
17120,004,IND(1 - 12),Permission,0 / 30,Clint Miller
20496,005,IND(1 - 12),Permission,1 / 30,Raymond Pettit
21486,006,IND(1 - 12),Permission,0 / 30,Kevin Sullivan
,16468,001,IND(1 - 12),Open,2 / 30
16468,001,IND(1 - 12),Open,2 / 30,Aidong Zhang
16468,001,IND(1 - 12),Open,2 / 30,Aidong Zhang
16423,002,IND(1 - 12),Open,0 / 30,Anil Vullikanti
15749,003,IND(1 - 12),Open,0 / 30,Kevin Skadron
16408,004,IND(1 - 12),Open,1 / 30,Jack Davidson
15929,005,IND(1 - 12),Open,0 / 30,Nada Basit
16424,006,IND(1 - 12),Open,2 / 30,Madhav Marathe
16494,007,IND(1 - 12),Open,0 / 30,Robbie Hott
15930,008,IND(1 - 12),Open,1 / 30,Lu Feng
15931,009,IND(1 - 12),Open,0 / 30,Upsorn Praphamontripong
16495,010,IND(1 - 12),Open,0 / 30,David Wu
16496,011,IND(1 - 12),Open,0 / 30,Haifeng Xu
16086,012,IND(1 - 12),Open,0 / 30,Samira Khan
16497,013,IND(1 - 12),Open,1 / 30,Seongkook Heo
16498,014,IND(1 - 12),Open,0 / 30,Sebastian Elbaum
16499,015,IND(1 - 12),Open,1 / 30,Ashish Venkat
16531,016,IND(1 - 12),Open,0 / 30,Homa Alemzadeh
16537,017,IND(1 - 12),Open,2 / 30,Brad Campbell
16553,018,IND(1 - 12),Open,1 / 30,Jundong Li
16786,019,IND(1 - 12),Open,0 / 30,Afsaneh Doryab
16204,020,IND(1 - 12),Open,0 / 30,Madhur Behl
16820,021,IND(1 - 12),Open,1 / 30,Judy Fox
21221,022,IND(1 - 12),Open,0 / 30,Chang Lou
15932,023,IND(1 - 12),Open,1 / 30,Yanjun Qi
16125,024,IND(1 - 12),Open,3 / 30,Haiying Shen
16332,026,IND(1 - 12),Open,1 / 30,Yangfeng Ji
16849,028,IND(1 - 12),Open,1 / 30,Felix Lin
16984,029,IND(1 - 12),Open,0 / 30,Kristen Naegle
17024,030,IND(1 - 12),Open,4 / 30,Tianhao Wang
17072,031,IND(1 - 12),Open,0 / 30,Yue Cheng
17099,032,IND(1 - 12),Open,1 / 30,Shangtong Zhang
20497,033,IND(1 - 12),Open,1 / 30,Raymond Pettit
20593,034,IND(1 - 12),Open,1 / 30,Matthew Dwyer
21222,035,IND(1 - 12),Open,1 / 30,Ferdinando Fioretto
21223,036,IND(1 - 12),Open,0 / 30,Wei-Kai Lin
21224,037,IND(1 - 12),Open,0 / 30,Hyojoon Kim
21225,038,IND(1 - 12),Open,0 / 30,Chen-Yu Wei
21226,039,IND(1 - 12),Open,1 / 30,Yen-Ling Kuo
21348,040,IND(1 - 12),Open,3 / 30,Miaomiao Zhang
21487,041,IND(1 - 12),Open,1 / 30,Kevin Sullivan
,16500,001,IND(3),Open,0 / 30
16500,001,IND(3),Open,0 / 30,David Wu
16500,001,IND(3),Open,0 / 30,David Wu
15715,002,IND(3),Open,0 / 30,David Evans
16425,003,IND(3),Open,0 / 30,Anil Vullikanti
16426,004,IND(3),Open,0 / 30,Madhav Marathe
16501,005,IND(3),Open,0 / 30,Haifeng Xu
16502,006,IND(3),Open,0 / 30,Seongkook Heo
16503,007,IND(3),Open,0 / 30,Sebastian Elbaum
16504,008,IND(3),Open,0 / 30,Ashish Venkat
16311,009,IND(3),Open,0 / 30,Nada Basit
16409,010,IND(3),Open,0 / 30,Aidong Zhang
16532,012,IND(3),Open,0 / 30,Homa Alemzadeh
16566,014,IND(3),Open,0 / 30,Nicola Bezzo
16787,015,IND(3),Open,0 / 30,Afsaneh Doryab
21228,016,IND(3),Open,0 / 30,Chang Lou
15820,017,IND(3),Open,0 / 30,Mark Sherriff
15952,018,IND(3),Open,0 / 30,Mohammad Mahmoody
16205,019,IND(3),Open,0 / 30,Madhur Behl
17007,021,IND(3),Open,0 / 30,Kevin Skadron
17111,022,IND(3),Open,0 / 30,Miaomiao Zhang
21229,023,IND(3),Open,0 / 30,Ferdinando Fioretto
21230,024,IND(3),Open,0 / 30,Wei-Kai Lin
21231,025,IND(3),Open,0 / 30,Hyojoon Kim
21232,026,IND(3),Open,0 / 30,Chen-Yu Wei
21233,027,IND(3),Open,0 / 30,Yen-Ling Kuo
,15717,001,IND(1 - 6),Open,0 / 30
15717,001,IND(1 - 6),Open,0 / 30,Jack Davidson
15717,001,IND(1 - 6),Open,0 / 30,Jack Davidson
15718,002,IND(1 - 6),Open,0 / 30,David Evans
16815,004,IND(1 - 6),Open,1 / 30,Afsaneh Doryab
16533,005,IND(1 - 6),Open,0 / 30,Homa Alemzadeh
15720,006,IND(1 - 6),Open,1 / 30,Kevin Skadron
16410,007,IND(1 - 6),Open,3 / 30,Aidong Zhang
16808,008,IND(1 - 6),Open,2 / 30,Yixin Sun
15794,010,IND(1 - 6),Open,0 / 30,Aaron Bloomfield
16127,012,IND(1 - 6),Open,0 / 30,Kai-wei Chang
15795,013,IND(1 - 6),Open,0 / 30,Tom Horton
16079,014,IND(1 - 6),Open,0 / 30,Samira Khan
16210,015,IND(1 - 6),Open,0 / 30,Brad Campbell
15796,016,IND(1 - 6),Open,0 / 30,Worthy Martin
15922,017,IND(1 - 6),Open,0 / 30,Nada Basit
