Semester & Year (Course Identifyer),Session,Class Type,Open or Closed,Capacity,Professor
21727,050,IND(1 - 6),Permission,1 / 30,Adwait Jog
21822,051,IND(1 - 6),Permission,1 / 30,Daniel Graham
,16155,001,IND(1 - 12),Permission,4 / 30
16155,001,IND(1 - 12),Permission,4 / 30,Yue Cheng
16155,001,IND(1 - 12),Permission,4 / 30,Yue Cheng
15063,002,IND(1 - 12),Permission,1 / 30,Jack Davidson
15065,003,IND(1 - 12),Permission,0 / 30,Tom Horton
15064,004,IND(1 - 12),Permission,2 / 30,David Evans
15067,005,IND(1 - 12),Permission,1 / 30,Kevin Skadron
16131,006,IND(1 - 12),Permission,2 / 30,Tariq Iqbal
16014,007,IND(1 - 12),Permission,0 / 30,Yixin Sun
16021,008,IND(1 - 12),Permission,6 / 30,Geoffrey Fox
16047,009,IND(1 - 12),Permission,0 / 30,Rich Nguyen
16033,010,IND(1 - 12),Permission,1 / 30,Miaomiao Zhang
16006,011,IND(1 - 12),Permission,2 / 30,Afsaneh Doryab
15540,012,IND(1 - 12),Permission,0 / 30,Madhur Behl
15460,013,IND(1 - 12),Permission,0 / 30,Samira Khan
16388,014,IND(1 - 12),Permission,5 / 30,Ferdinando Fioretto
15362,015,IND(1 - 12),Permission,0 / 30,Mohammad Mahmoody
15716,016,IND(1 - 12),Permission,3 / 30,Yangfeng Ji
15802,017,IND(1 - 12),Permission,2 / 30,Matthew Dwyer
15819,018,IND(1 - 12),Permission,1 / 30,Jundong Li
15706,019,IND(1 - 12),Permission,0 / 30,Sebastian Elbaum
15973,020,IND(1 - 12),Permission,3 / 30,Felix Lin
15683,021,IND(1 - 12),Permission,5 / 30,Anil Vullikanti
15068,022,IND(1 - 12),Permission,1 / 30,Kevin Sullivan
15776,023,IND(1 - 12),Permission,0 / 30,Nicola Bezzo
15541,024,IND(1 - 12),Permission,0 / 30,Brad Campbell
15350,025,IND(1 - 12),Permission,0 / 30,Yanjun Qi
16162,026,IND(1 - 12),Permission,5 / 30,Wajih Ul Hassan
15800,027,IND(1 - 12),Permission,1 / 30,Seongkook Heo
15527,028,IND(1 - 12),Permission,2 / 30,Lu Feng
15691,029,IND(1 - 12),Permission,6 / 30,Aidong Zhang
16195,030,IND(1 - 12),Permission,2 / 30,Shangtong Zhang
16389,031,IND(1 - 12),Permission,1 / 30,Chen-Yu Wei
15573,032,IND(1 - 12),Permission,0 / 30,Homa Alemzadeh
15618,033,IND(1 - 12),Permission,1 / 30,Farzad Hassanzadeh
15757,034,IND(1 - 12),Permission,1 / 30,Ashish Venkat
16424,035,IND(1 - 12),Permission,2 / 30,Yu Meng
15873,036,IND(1 - 12),Permission,2 / 30,Haiying Shen
16513,037,IND(1 - 12),Permission,2 / 30,Kun Qian
15684,038,IND(1 - 12),Permission,4 / 30,Madhav Marathe
15880,039,IND(1 - 12),Permission,0 / 30,Tom Fletcher
16353,040,IND(1 - 12),Permission,2 / 30,Hyojoon Kim
16381,041,IND(1 - 12),Permission,3 / 30,Adwait Jog
16382,042,IND(1 - 12),Permission,0 / 30,Judy Fox
16383,043,IND(1 - 12),Permission,2 / 30,Sandhya Dwarkadas
16384,044,IND(1 - 12),Permission,3 / 30,Tianhao Wang
16385,045,IND(1 - 12),Permission,5 / 30,Yen-Ling Kuo
16386,046,IND(1 - 12),Permission,3 / 30,Wei-Kai Lin
16387,047,IND(1 - 12),Permission,3 / 30,Chang Lou
20837,048,IND(1 - 12),Permission,1 / 30,Rohan Chandra
21339,049,IND(1 - 12),Permission,1 / 30,Henry Kautz
21486,050,IND(1 - 12),Permission,1 / 30,Wenxi Wang
21618,051,IND(1 - 12),Permission,2 / 30,Chen Chen
21635,052,IND(1 - 12),Permission,2 / 30,Hadi Daneshmand
21655,053,IND(1 - 12),Permission,6 / 30,Zezhou Cheng
21701,054,IND(1 - 12),Permission,1 / 30,Matheus Xavier Ferreira
21709,055,IND(1 - 12),Permission,1 / 30,Jing Yang
,16165,001,IND(1 - 6),Permission,1 / 30
16165,001,IND(1 - 6),Permission,1 / 30,Seongkook Heo
16165,001,IND(1 - 6),Permission,1 / 30,Seongkook Heo
15234,002,IND(1 - 6),Permission,0 / 30,Aaron Bloomfield
16365,003,IND(1 - 6),Permission,0 / 30,Yu Meng
15476,004,IND(1 - 6),Permission,2 / 30,Charles Reiss
15235,005,IND(1 - 6),Permission,0 / 30,Jack Davidson
15236,006,IND(1 - 6),Permission,0 / 30,David Evans
16370,007,IND(1 - 6),Permission,2 / 30,Yen-Ling Kuo
16411,008,IND(1 - 6),Permission,0 / 30,Chen-Yu Wei
16418,009,IND(1 - 6),Permission,0 / 30,Yue Cheng
16439,010,IND(1 - 6),Permission,1 / 30,Shangtong Zhang
15373,011,IND(1 - 6),Permission,0 / 30,Mark Floryan
15239,012,IND(1 - 6),Permission,0 / 30,Tom Horton
16486,013,IND(1 - 6),Permission,0 / 30,Adwait Jog
15363,014,IND(1 - 6),Permission,0 / 30,Mohammad Mahmoody
15542,015,IND(1 - 6),Permission,0 / 30,Madhur Behl
15469,016,IND(1 - 6),Permission,0 / 30,Nada Basit
15528,017,IND(1 - 6),Permission,0 / 30,Lu Feng
15976,018,IND(1 - 6),Permission,0 / 30,Felix Lin
15240,019,IND(1 - 6),Permission,0 / 30,Mark Sherriff
15241,020,IND(1 - 6),Permission,0 / 30,Kevin Skadron
16354,021,IND(1 - 6),Permission,0 / 30,Hyojoon Kim
15364,022,IND(1 - 6),Permission,0 / 30,Yanjun Qi
15844,023,IND(1 - 6),Permission,2 / 30,Yangfeng Ji
15242,024,IND(1 - 6),Permission,1 / 30,Kevin Sullivan
16190,025,IND(1 - 6),Permission,2 / 30,Miaomiao Zhang
15543,026,IND(1 - 6),Permission,0 / 30,Brad Campbell
15841,027,IND(1 - 6),Permission,0 / 30,Ashish Venkat
15692,028,IND(1 - 6),Permission,0 / 30,Aidong Zhang
16516,029,IND(1 - 6),Permission,0 / 30,Kun Qian
15461,030,IND(1 - 6),Permission,0 / 30,Samira Khan
15715,031,IND(1 - 6),Permission,0 / 30,Robbie Hott
15733,032,IND(1 - 6),Permission,1 / 30,Daniel Graham
16041,033,IND(1 - 6),Permission,0 / 30,Tianhao Wang
16048,034,IND(1 - 6),Permission,0 / 30,Tom Fletcher
21160,035,IND(1 - 6),Permission,1 / 30,Henry Kautz
21515,036,IND(1 - 6),Permission,0 / 30,Zezhou Cheng
21646,037,IND(1 - 6),Permission,1 / 30,Hadi Daneshmand
21654,038,IND(1 - 6),Permission,1 / 30,Briana Morrison
21688,039,IND(1 - 6),Permission,0 / 30,Wenxi Wang
21690,040,IND(1 - 6),Permission,0 / 30,Rohan Chandra
21693,041,IND(1 - 6),Permission,1 / 30,Chen Chen
21700,042,IND(1 - 6),Permission,0 / 30,Matheus Xavier Ferreira
21726,043,IND(1 - 6),Permission,1 / 30,Yixin Sun
,15069,001,IND(1 - 12),Permission,0 / 30
15069,001,IND(1 - 12),Permission,0 / 30,Jack Davidson
15069,001,IND(1 - 12),Permission,0 / 30,Jack Davidson
16209,002,IND(1 - 12),Permission,2 / 30,Geoffrey Fox
16156,003,IND(1 - 12),Permission,2 / 30,Shangtong Zhang
15729,004,IND(1 - 12),Permission,4 / 30,Ashish Venkat
16425,005,IND(1 - 12),Permission,1 / 30,Yu Meng
15696,006,IND(1 - 12),Permission,3 / 30,Sebastian Elbaum
15695,007,IND(1 - 12),Permission,3 / 30,Matthew Dwyer
15070,008,IND(1 - 12),Permission,2 / 30,David Evans
16499,009,IND(1 - 12),Permission,0 / 30,Homa Alemzadeh
15992,010,IND(1 - 12),Permission,3 / 30,Seongkook Heo
16017,011,IND(1 - 12),Permission,3 / 30,Yixin Sun
15365,012,IND(1 - 12),Permission,0 / 30,Mohammad Mahmoody
15845,013,IND(1 - 12),Permission,3 / 30,Yangfeng Ji
15544,014,IND(1 - 12),Permission,4 / 30,Madhur Behl
16514,015,IND(1 - 12),Permission,0 / 30,Kun Qian
15366,016,IND(1 - 12),Permission,0 / 30,Yanjun Qi
15693,017,IND(1 - 12),Permission,4 / 30,Aidong Zhang
15974,018,IND(1 - 12),Permission,0 / 30,Felix Lin
15073,019,IND(1 - 12),Permission,8 / 30,Kevin Skadron
15686,020,IND(1 - 12),Permission,7 / 30,Madhav Marathe
15685,021,IND(1 - 12),Permission,1 / 30,Anil Vullikanti
15074,022,IND(1 - 12),Permission,0 / 30,Kevin Sullivan
15617,023,IND(1 - 12),Permission,1 / 30,Farzad Hassanzadeh
15820,024,IND(1 - 12),Permission,1 / 30,Jundong Li
15462,025,IND(1 - 12),Permission,1 / 30,Samira Khan
16179,026,IND(1 - 12),Permission,1 / 30,Tom Fletcher
15521,027,IND(1 - 12),Permission,7 / 30,Haiying Shen
15529,028,IND(1 - 12),Permission,2 / 30,Lu Feng
15545,029,IND(1 - 12),Permission,4 / 30,Brad Campbell
16192,030,IND(1 - 12),Permission,1 / 30,Miaomiao Zhang
16355,031,IND(1 - 12),Permission,0 / 30,Hyojoon Kim
16363,032,IND(1 - 12),Permission,2 / 30,Yue Cheng
16390,033,IND(1 - 12),Permission,1 / 30,Adwait Jog
16391,034,IND(1 - 12),Permission,1 / 30,Judy Fox
16392,035,IND(1 - 12),Permission,0 / 30,Sandhya Dwarkadas
16393,036,IND(1 - 12),Permission,1 / 30,Tianhao Wang
16394,037,IND(1 - 12),Permission,1 / 30,Yen-Ling Kuo
16395,038,IND(1 - 12),Permission,0 / 30,Wei-Kai Lin
16396,039,IND(1 - 12),Permission,0 / 30,Chang Lou
16397,040,IND(1 - 12),Permission,2 / 30,Ferdinando Fioretto
16398,041,IND(1 - 12),Permission,0 / 30,Chen-Yu Wei
21340,042,IND(1 - 12),Permission,0 / 30,Henry Kautz
21619,043,IND(1 - 12),Permission,0 / 30,Chen Chen
21644,044,IND(1 - 12),Permission,1 / 30,Afsaneh Doryab
21685,045,IND(1 - 12),Permission,0 / 30,Zezhou Cheng
21689,046,IND(1 - 12),Permission,0 / 30,Wenxi Wang
21691,047,IND(1 - 12),Permission,0 / 30,Rohan Chandra
21694,048,IND(1 - 12),Permission,0 / 30,Hadi Daneshmand
21702,049,IND(1 - 12),Permission,0 / 30,Matheus Xavier Ferreira
21710,050,IND(1 - 12),Permission,1 / 30,Jing Yang
