Semester & Year (Course Identifyer),Session,Class Type,Open or Closed,Capacity,Professor
16438,037,IND(1 - 6),Permission,0 / 30,Briana Morrison
15886,038,IND(1 - 6),Permission,0 / 30,Geoffrey Fox
16098,039,IND(1 - 6),Permission,0 / 30,Ferdinando Fioretto
15262,040,IND(1 - 6),Permission,0 / 30,Lu Feng
16099,041,IND(1 - 6),Permission,0 / 30,Wei-Kai Lin
15296,042,IND(1 - 6),Permission,0 / 30,Farzad Hassanzadeh
16100,043,IND(1 - 6),Permission,0 / 30,Hyojoon Kim
15365,044,IND(1 - 6),Permission,0 / 30,Matthew Dwyer
15366,045,IND(1 - 6),Permission,0 / 30,Sebastian Elbaum
15367,046,IND(1 - 6),Permission,0 / 30,Yangfeng Ji
16101,047,IND(1 - 6),Permission,0 / 30,Chen-Yu Wei
15368,048,IND(1 - 6),Permission,0 / 30,Ashish Venkat
16345,049,IND(1 - 6),Permission,0 / 30,Yu Meng
16376,050,IND(1 - 6),Permission,0 / 30,Yue Cheng
16391,051,IND(1 - 6),Permission,0 / 30,Kun Qian
16396,052,IND(1 - 6),Permission,0 / 30,Adwait Jog
16397,053,IND(1 - 6),Permission,0 / 30,Zezhou Cheng
16398,054,IND(1 - 6),Permission,0 / 30,Wenxi Wang
16399,055,IND(1 - 6),Permission,0 / 30,Rohan Chandra
16400,056,IND(1 - 6),Permission,0 / 30,Chen Chen
16401,057,IND(1 - 6),Permission,0 / 30,Matheus Xavier Ferreira
,15858,001,IND(1 - 12),Permission,0 / 30
15858,001,IND(1 - 12),Permission,0 / 30,Tariq Iqbal
15858,001,IND(1 - 12),Permission,0 / 30,Tariq Iqbal
15862,002,IND(1 - 12),Permission,0 / 30,Yue Cheng
14876,003,IND(1 - 12),Permission,0 / 30,Jack Davidson
14877,004,IND(1 - 12),Permission,0 / 30,David Evans
16031,005,IND(1 - 12),Permission,0 / 30,Chen-Yu Wei
15721,006,IND(1 - 12),Permission,0 / 30,Afsaneh Doryab
16033,007,IND(1 - 12),Permission,0 / 30,Adwait Jog
15086,008,IND(1 - 12),Permission,0 / 30,Yanjun Qi
14878,009,IND(1 - 12),Permission,0 / 30,Tom Horton
15732,010,IND(1 - 12),Permission,0 / 30,Yixin Sun
14980,011,IND(1 - 12),Permission,0 / 30,Mark Sherriff
15285,012,IND(1 - 12),Permission,0 / 30,Brad Campbell
16034,013,IND(1 - 12),Permission,0 / 30,Tianhao Wang
16337,014,IND(1 - 12),Permission,0 / 30,Chen Chen
15083,015,IND(1 - 12),Permission,0 / 30,Mohammad Mahmoody
16035,016,IND(1 - 12),Permission,0 / 30,Ferdinando Fioretto
16036,017,IND(1 - 12),Permission,0 / 30,Hyojoon Kim
14880,018,IND(1 - 12),Permission,0 / 30,Kevin Skadron
15742,019,IND(1 - 12),Permission,0 / 30,Judy Fox
15635,020,IND(1 - 12),Permission,0 / 30,Miaomiao Zhang
15744,021,IND(1 - 12),Permission,0 / 30,Felix Lin
14881,022,IND(1 - 12),Permission,0 / 30,Kevin Sullivan
15745,023,IND(1 - 12),Permission,0 / 30,Tom Fletcher
15281,024,IND(1 - 12),Permission,0 / 30,Madhur Behl
14981,025,IND(1 - 12),Permission,0 / 30,Aaron Bloomfield
15185,026,IND(1 - 12),Permission,0 / 30,Samira Khan
15227,027,IND(1 - 12),Permission,0 / 30,Kai-wei Chang
15228,028,IND(1 - 12),Permission,0 / 30,Haiying Shen
15752,029,IND(1 - 12),Permission,0 / 30,Rich Nguyen
15229,030,IND(1 - 12),Permission,0 / 30,Charles Reiss
16037,031,IND(1 - 12),Permission,0 / 30,Wei-Kai Lin
15263,032,IND(1 - 12),Permission,0 / 30,Lu Feng
16038,033,IND(1 - 12),Permission,0 / 30,Chang Lou
15297,034,IND(1 - 12),Permission,0 / 30,Farzad Hassanzadeh
16039,035,IND(1 - 12),Permission,0 / 30,Yen-Ling Kuo
15358,036,IND(1 - 12),Permission,0 / 30,Homa Alemzadeh
16338,037,IND(1 - 12),Permission,0 / 30,Yu Meng
16394,038,IND(1 - 12),Permission,0 / 30,Zezhou Cheng
16409,039,IND(1 - 12),Permission,0 / 30,Wenxi Wang
15373,040,IND(1 - 12),Permission,0 / 30,Matthew Dwyer
15374,041,IND(1 - 12),Permission,0 / 30,Sebastian Elbaum
15375,042,IND(1 - 12),Permission,0 / 30,Yangfeng Ji
15376,043,IND(1 - 12),Permission,0 / 30,Yonghwi Kwon
15436,044,IND(1 - 12),Permission,0 / 30,Aidong Zhang
15450,045,IND(1 - 12),Permission,0 / 30,Anil Vullikanti
15451,046,IND(1 - 12),Permission,0 / 30,Madhav Marathe
16410,047,IND(1 - 12),Permission,0 / 30,Rohan Chandra
16411,048,IND(1 - 12),Permission,0 / 30,Henry Kautz
16412,049,IND(1 - 12),Permission,0 / 30,Matheus Xavier Ferreira
15514,050,IND(1 - 12),Permission,0 / 30,Seongkook Heo
15515,051,IND(1 - 12),Permission,0 / 30,Ashish Venkat
15563,052,IND(1 - 12),Permission,0 / 30,Jundong Li
15855,053,IND(1 - 12),Permission,0 / 30,Shangtong Zhang
15830,054,IND(1 - 12),Permission,0 / 30,Wajih Ul Hassan
15843,055,IND(1 - 12),Permission,0 / 30,Sandhya Dwarkadas
15850,056,IND(1 - 12),Permission,0 / 30,Geoffrey Fox
,14997,001,IND(1 - 6),Permission,0 / 30
14997,001,IND(1 - 6),Permission,0 / 30,Aaron Bloomfield
14997,001,IND(1 - 6),Permission,0 / 30,Aaron Bloomfield
15876,002,IND(1 - 6),Permission,0 / 30,Shangtong Zhang
15748,003,IND(1 - 6),Permission,0 / 30,Tom Fletcher
14998,004,IND(1 - 6),Permission,0 / 30,Jack Davidson
14999,005,IND(1 - 6),Permission,0 / 30,David Evans
15887,006,IND(1 - 6),Permission,0 / 30,Wajih Ul Hassan
16096,007,IND(1 - 6),Permission,0 / 30,Chen-Yu Wei
15000,008,IND(1 - 6),Permission,0 / 30,Tom Horton
16044,009,IND(1 - 6),Permission,0 / 30,Adwait Jog
15286,010,IND(1 - 6),Permission,0 / 30,Brad Campbell
15164,011,IND(1 - 6),Permission,0 / 30,Mark Floryan
16407,012,IND(1 - 6),Permission,0 / 30,Matheus Xavier Ferreira
15087,013,IND(1 - 6),Permission,0 / 30,Yanjun Qi
16097,014,IND(1 - 6),Permission,0 / 30,Yen-Ling Kuo
15002,015,IND(1 - 6),Permission,0 / 30,Mark Sherriff
15003,016,IND(1 - 6),Permission,0 / 30,Kevin Skadron
16049,017,IND(1 - 6),Permission,0 / 30,Yen-Ling Kuo
15084,018,IND(1 - 6),Permission,0 / 30,Mohammad Mahmoody
16092,019,IND(1 - 6),Permission,0 / 30,Chang Lou
15004,020,IND(1 - 6),Permission,0 / 30,Kevin Sullivan
16093,021,IND(1 - 6),Permission,0 / 30,Ferdinando Fioretto
15282,022,IND(1 - 6),Permission,0 / 30,Madhur Behl
16094,023,IND(1 - 6),Permission,0 / 30,Wei-Kai Lin
15437,024,IND(1 - 6),Permission,0 / 30,Aidong Zhang
15186,025,IND(1 - 6),Permission,0 / 30,Samira Khan
15230,026,IND(1 - 6),Permission,0 / 30,Kai-wei Chang
15231,027,IND(1 - 6),Permission,0 / 30,Haiying Shen
16095,028,IND(1 - 6),Permission,0 / 30,Hyojoon Kim
15232,029,IND(1 - 6),Permission,0 / 30,Charles Reiss
15516,030,IND(1 - 6),Permission,0 / 30,Seongkook Heo
16408,031,IND(1 - 6),Permission,0 / 30,Henry Kautz
15537,032,IND(1 - 6),Permission,0 / 30,Homa Alemzadeh
15737,033,IND(1 - 6),Permission,0 / 30,Afsaneh Doryab
15264,034,IND(1 - 6),Permission,0 / 30,Lu Feng
15383,035,IND(1 - 6),Permission,0 / 30,Rich Nguyen
15298,036,IND(1 - 6),Permission,0 / 30,Farzad Hassanzadeh
15384,037,IND(1 - 6),Permission,0 / 30,Raymond Pettit
15377,038,IND(1 - 6),Permission,0 / 30,Matthew Dwyer
15378,039,IND(1 - 6),Permission,0 / 30,Sebastian Elbaum
15379,040,IND(1 - 6),Permission,0 / 30,Yangfeng Ji
15382,041,IND(1 - 6),Permission,0 / 30,Robbie Hott
15380,042,IND(1 - 6),Permission,0 / 30,Ashish Venkat
16406,043,IND(1 - 6),Permission,0 / 30,Chen Chen
16344,044,IND(1 - 6),Permission,0 / 30,Yixin Sun
16346,045,IND(1 - 6),Permission,0 / 30,Yu Meng
16373,046,IND(1 - 6),Permission,0 / 30,Yue Cheng
16392,047,IND(1 - 6),Permission,0 / 30,Kun Qian
16403,048,IND(1 - 6),Permission,0 / 30,Zezhou Cheng
16404,049,IND(1 - 6),Permission,0 / 30,Wenxi Wang
16405,050,IND(1 - 6),Permission,0 / 30,Rohan Chandra
,14866,001,IND(1 - 12),Permission,0 / 30
14866,001,IND(1 - 12),Permission,0 / 30,Kevin Skadron
14866,001,IND(1 - 12),Permission,0 / 30,Kevin Skadron
15856,002,IND(1 - 12),Permission,0 / 30,Shangtong Zhang
14863,003,IND(1 - 12),Permission,0 / 30,Jack Davidson
14982,004,IND(1 - 12),Permission,0 / 30,Aaron Bloomfield
15863,005,IND(1 - 12),Permission,0 / 30,Yue Cheng
15746,006,IND(1 - 12),Permission,0 / 30,Tom Fletcher
15644,007,IND(1 - 12),Permission,0 / 30,Yixin Sun
14864,008,IND(1 - 12),Permission,0 / 30,David Evans
15842,009,IND(1 - 12),Permission,0 / 30,Tariq Iqbal
15636,010,IND(1 - 12),Permission,0 / 30,Miaomiao Zhang
16014,011,IND(1 - 12),Permission,0 / 30,Adwait Jog
15088,012,IND(1 - 12),Permission,0 / 30,Yanjun Qi
15632,013,IND(1 - 12),Permission,0 / 30,Jundong Li
15187,014,IND(1 - 12),Permission,0 / 30,Samira Khan
15287,015,IND(1 - 12),Permission,0 / 30,Brad Campbell
16415,016,IND(1 - 12),Permission,0 / 30,Chen Chen
15085,017,IND(1 - 12),Permission,0 / 30,Mohammad Mahmoody
16058,018,IND(1 - 12),Permission,0 / 30,Geoffrey Fox
15283,019,IND(1 - 12),Permission,0 / 30,Madhur Behl
15518,020,IND(1 - 12),Permission,0 / 30,Seongkook Heo
16416,021,IND(1 - 12),Permission,0 / 30,Matheus Xavier Ferreira
15233,022,IND(1 - 12),Permission,0 / 30,Kai-wei Chang
14867,023,IND(1 - 12),Permission,0 / 30,Kevin Sullivan
16086,024,IND(1 - 12),Permission,0 / 30,Chang Lou
14983,025,IND(1 - 12),Permission,0 / 30,Tom Horton
15234,026,IND(1 - 12),Permission,0 / 30,Haiying Shen
14984,027,IND(1 - 12),Permission,0 / 30,Mark Sherriff
16087,028,IND(1 - 12),Permission,0 / 30,Ferdinando Fioretto
15235,029,IND(1 - 12),Permission,0 / 30,Charles Reiss
16088,030,IND(1 - 12),Permission,0 / 30,Wei-Kai Lin
15265,031,IND(1 - 12),Permission,0 / 30,Lu Feng
16089,032,IND(1 - 12),Permission,0 / 30,Hyojoon Kim
15299,033,IND(1 - 12),Permission,0 / 30,Farzad Hassanzadeh
16090,034,IND(1 - 12),Permission,0 / 30,Chen-Yu Wei
15385,035,IND(1 - 12),Permission,0 / 30,Matthew Dwyer
15386,036,IND(1 - 12),Permission,0 / 30,Sebastian Elbaum
15387,037,IND(1 - 12),Permission,0 / 30,Yangfeng Ji
16417,038,IND(1 - 12),Permission,0 / 30,Henry Kautz
15402,039,IND(1 - 12),Permission,0 / 30,Ashish Venkat
15438,040,IND(1 - 12),Permission,0 / 30,Aidong Zhang
15452,041,IND(1 - 12),Permission,0 / 30,Anil Vullikanti
15453,042,IND(1 - 12),Permission,0 / 30,Madhav Marathe
16419,043,IND(1 - 12),Permission,0 / 30,Jing Yang
15832,044,IND(1 - 12),Permission,0 / 30,Sandhya Dwarkadas
16091,045,IND(1 - 12),Permission,0 / 30,Yen-Ling Kuo
16313,046,IND(1 - 12),Permission,0 / 30,Afsaneh Doryab
16381,047,IND(1 - 12),Permission,0 / 30,Yu Meng
16393,048,IND(1 - 12),Permission,0 / 30,Judy Fox
16395,049,IND(1 - 12),Permission,0 / 30,Zezhou Cheng
16413,050,IND(1 - 12),Permission,0 / 30,Wenxi Wang
16414,051,IND(1 - 12),Permission,0 / 30,Rohan Chandra
