ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
11487,GCNL,5100,100,Laboratory,"0","To Be Announced","TBA","TBA","Health Assessment and Clinical Interventions","",Open,0,66,0
11488,GCNL,5100,101,Laboratory,"0","Susan Goins-Eplee","Th 9:00am - 12:00pm","TBA","Health Assessment and Clinical Interventions","",Open,13,14,0
11489,GCNL,5100,102,Laboratory,"0","Dawn Bourne","Th 9:00am - 12:00pm","TBA","Health Assessment and Clinical Interventions","",Open,12,14,0
11490,GCNL,5100,103,Laboratory,"0","Susan Goins-Eplee","Th 1:00pm - 4:00pm","TBA","Health Assessment and Clinical Interventions","",Open,10,14,0
11491,GCNL,5100,104,Laboratory,"0","Dawn Bourne","Th 1:00pm - 4:00pm","TBA","Health Assessment and Clinical Interventions","",Open,7,14,0
12449,GCNL,5100,107,Laboratory,"0","To Be Announced","Th 9:00am - 12:00pm","TBA","Health Assessment and Clinical Interventions","",Closed,14,14,0
11496,GCNL,5100,200,WKS,"0","To Be Announced","TBA","TBA","Health Assessment and Clinical Interventions","",Open,0,66,0
11492,GCNL,5100,201,WKS,"0","Tanya Thomas","Th 9:00am - 12:00pm","TBA","Health Assessment and Clinical Interventions","",Open,13,14,0
11493,GCNL,5100,202,WKS,"0","Elizabeth Taliaferro-Jones","Th 9:00am - 12:00pm","Clinic Simulation Learning Ctr","Health Assessment and Clinical Interventions","",Open,13,14,0
11494,GCNL,5100,203,WKS,"0","Tanya Thomas","Th 1:00pm - 4:00pm","TBA","Health Assessment and Clinical Interventions","",Open,11,14,0
11495,GCNL,5100,204,WKS,"0","Elizabeth Taliaferro-Jones","Th 1:00pm - 4:00pm","Clinic Simulation Learning Ctr","Health Assessment and Clinical Interventions","",Open,5,14,0
12450,GCNL,5100,207,WKS,"0","Leslie Bergin","Th 9:00am - 12:00pm","TBA","Health Assessment and Clinical Interventions","",Closed,14,14,0
11411,GCNL,5120,001,Lecture,"3","Amy Boitnott","TuTh 9:00am - 10:50am","McLeod Hall 1004","Clinical Practice & Decision-Making: Nursing Care of Children & Families","",Open,23,50,0
