ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
11690,BIMS,8993,042,IND,"1 - 12","Bon Trinh","TBA","TBA","Non-topical Research: Visiting Research Graduate Traineeship Program","",Open,0,30,0
11691,BIMS,8993,043,IND,"1 - 12","Ariel Pani","TBA","TBA","Non-topical Research: Visiting Research Graduate Traineeship Program","",Open,1,30,0
11692,BIMS,8993,044,IND,"1 - 12","Anja Bielinsky","TBA","TBA","Non-topical Research: Visiting Research Graduate Traineeship Program","",Open,1,30,0
11599,BIMS,8995,001,Laboratory,"1 - 12","Mariano Garcia-Blanco","TBA","TBA","Topical Research: Research in Biomedical Sciences","",Open,15,30,0
11630,BIMS,8995,002,Laboratory,"1 - 12","Janet Cross","TBA","TBA","Topical Research: Research in Biomedical Sciences","",Open,0,30,0
12501,BIMS,8995,003,Laboratory,"1 - 12","Thurl Harris","TBA","TBA","Topical Research: Research in Biomedical Sciences","",Open,1,30,0
11457,BIMS,9998,002,IND,"1 - 12","Timothy Bullock","TBA","TBA","Non-Topical Research","",Open,7,30,0
11458,BIMS,9998,003,IND,"1 - 12","Jeffrey Smith","TBA","TBA","Non-Topical Research","",Open,2,30,0
11459,BIMS,9998,005,IND,"1 - 12","Janet Cross","TBA","TBA","Non-Topical Research","",Open,0,30,0
11460,BIMS,9998,006,IND,"1 - 12","Lucy Pemberton","TBA","TBA","Non-Topical Research","",Open,12,30,0
11463,BIMS,9998,009,IND,"1 - 12","Thurl Harris","TBA","TBA","Non-Topical Research","",Open,2,5,0
11471,BIMS,9998,010,IND,"1 - 12","Roger Abounader","TBA","TBA","Non-Topical Research","",Open,5,30,0
11647,BIMS,9998,013,IND,"1 - 12","Xiaowei Lu","TBA","TBA","Non-Topical Research","",Open,5,30,0
11648,BIMS,9998,014,IND,"1 - 12","Ilya Levental","TBA","TBA","Non-Topical Research","",Open,1,30,0
11679,BIMS,9998,015,IND,"1 - 12","Aakrosh Ratan","TBA","TBA","Non-Topical Research","",Open,2,30,0
11680,BIMS,9998,016,IND,"1 - 12","Bryce Paschal","TBA","TBA","Non-Topical Research","",Open,10,30,0
12751,BIMS,9998,017,IND,"1 - 12","Mark Beenhakker","TBA","TBA","Non-Topical Research","",Open,0,30,0
12752,BIMS,9998,018,IND,"1 - 12","Brant Isakson","TBA","TBA","Non-Topical Research","",Open,5,30,0
11395,BIOC,9999,001,IND,"1 - 12","David Auble","TBA","TBA","Non-Topical Research","",Open,0,30,0
11396,BIOC,9999,002,IND,"1 - 12","Stefan Bekiranov","TBA","TBA","Non-Topical Research","",Open,1,30,0
11397,BIOC,9999,003,IND,"1 - 12","John Bushweller","TBA","TBA","Non-Topical Research","",Open,0,30,0
11398,BIOC,9999,004,IND,"1 - 12","Anindya Dutta","TBA","TBA","Non-Topical Research","",Open,0,30,0
11399,BIOC,9999,005,IND,"1 - 12","Joel Hockensmith","TBA","TBA","Non-Topical Research","",Open,0,30,0
11400,BIOC,9999,006,IND,"1 - 12","Marty Mayo","Mo 8:00am - 9:00am","TBA","Non-Topical Research","",Open,0,30,0
11401,BIOC,9999,007,IND,"1 - 12","Gary Owens","TBA","TBA","Non-Topical Research","",Open,0,30,0
11402,BIOC,9999,008,IND,"1 - 12","Bryce Paschal","TBA","TBA","Non-Topical Research","",Open,0,30,0
11403,BIOC,9999,009,IND,"1 - 12","Jeffrey Smith","TBA","TBA","Non-Topical Research","",Open,2,30,0
11404,BIOC,9999,010,IND,"1 - 12","Peter Stukenberg","TBA","TBA","Non-Topical Research","",Open,1,30,0
11405,BIOC,9999,011,IND,"1 - 12","David Wotton","TBA","TBA","Non-Topical Research","",Open,0,30,0
11406,BIOC,9999,012,IND,"1 - 12","Marie-Louise Hammarskjold","TBA","TBA","Non-Topical Research","",Open,0,30,0
11407,BIOC,9999,013,IND,"1 - 12","Hui Li","TBA","TBA","Non-Topical Research","",Open,3,30,0
11408,BIOC,9999,014,IND,"1 - 12","Alison Criss","TBA","TBA","Non-Topical Research","",Open,0,30,0
11409,BIOC,9999,015,IND,"1 - 12","Coleen Mcnamara","TBA","TBA","Non-Topical Research","",Open,0,30,0
11410,BIOC,9999,016,IND,"1 - 12","Lukas Tamm","TBA","TBA","Non-Topical Research","",Open,0,30,0
11411,BIOC,9999,018,IND,"1 - 12","Zhen Yan","TBA","TBA","Non-Topical Research","",Open,0,30,0
11412,BIOC,9999,019,IND,"1 - 12","Ming Li","TBA","TBA","Non-Topical Research","",Open,0,30,0
11413,BIOC,9999,020,IND,"1 - 12","Yuh-Hwa Wang","TBA","TBA","Non-Topical Research","",Open,1,30,0
11414,BIOC,9999,021,IND,"1 - 12","Thomas Loughran","TBA","TBA","Non-Topical Research","",Open,1,30,0
11415,BIOC,9999,022,IND,"1 - 12","Charles Farber","TBA","TBA","Non-Topical Research","",Open,0,30,0
11416,BIOC,9999,023,IND,"1 - 12","Weibin Shi","TBA","TBA","Non-Topical Research","",Open,0,30,0
11417,BIOC,9999,024,IND,"1 - 12","Tarek Abbas","TBA","TBA","Non-Topical Research","",Open,1,30,0
11419,BIOC,9999,025,IND,"1 - 12","Jung-Bum Shin","TBA","TBA","Non-Topical Research","",Open,1,30,0
11420,BIOC,9999,026,IND,"1 - 12","Stephen Rich","TBA","TBA","Non-Topical Research","",Open,1,30,0
11421,BIOC,9999,027,IND,"1 - 12","Edward Egelman","TBA","TBA","Non-Topical Research","",Open,0,30,0
11422,BIOC,9999,028,IND,"1 - 12","Clint Miller","TBA","TBA","Non-Topical Research","",Open,0,30,0
11423,BIOC,9999,029,IND,"1 - 12","Golam Mohi","TBA","TBA","Non-Topical Research","",Open,1,30,0
11424,BIOC,9999,030,IND,"1 - 12","Nathan Sheffield","TBA","TBA","Non-Topical Research","",Open,1,30,0
11427,BIOC,9999,031,IND,"1 - 12","David Kashatus","TBA","TBA","Non-Topical Research","",Open,1,30,0
11428,BIOC,9999,032,IND,"1 - 12","Ani Manichaikul","TBA","TBA","Non-Topical Research","",Open,1,30,0
11429,BIOC,9999,033,IND,"1 - 12","Jason Papin","TBA","TBA","Non-Topical Research","",Open,1,30,0
11430,BIOC,9999,034,IND,"1 - 12","Kenneth Walsh","TBA","TBA","Non-Topical Research","",Open,1,30,0
11418,BIOC,9999,035,IND,"1 - 12","Sanchita Bhatnagar","TBA","TBA","Non-Topical Research","",Open,0,30,0
11425,BIOC,9999,036,IND,"1 - 12","Francine Garrett-Bakelman","TBA","TBA","Non-Topical Research","",Open,1,30,0
11426,BIOC,9999,037,IND,"1 - 12","Michael Guertin","TBA","TBA","Non-Topical Research","",Open,0,30,0
11600,BIOC,9999,038,IND,"1 - 12","Gloria Sheynkman","TBA","TBA","Non-Topical Research","",Open,1,30,0
11601,BIOC,9999,039,IND,"1 - 12","Gregory Medlock","TBA","TBA","Non-Topical Research","",Open,0,30,0
11618,BIOC,9999,040,IND,"1 - 12","Sean Moore","TBA","TBA","Non-Topical Research","",Open,0,30,0
11649,BIOC,9999,041,IND,"1 - 12","Anja Bielinsky","TBA","TBA","Non-Topical Research","",Open,2,30,0
11650,BIOC,9999,042,IND,"1 - 12","Chongzhi Zang","TBA","TBA","Non-Topical Research","",Open,3,30,0
11651,BIOC,9999,043,IND,"1 - 12","Michael Engel","TBA","TBA","Non-Topical Research","",Open,1,30,0
11652,BIOC,9999,044,IND,"1 - 12","Noelle Dwyer","TBA","TBA","Non-Topical Research","",Open,0,30,0
11654,BIOC,9999,045,IND,"1 - 12","Mohammad Fallahi-Sichani","TBA","TBA","Non-Topical Research","",Open,2,30,0
11672,BIOC,9999,046,IND,"1 - 12","Kevin Janes","TBA","TBA","Non-Topical Research","",Open,1,30,0
11673,BIOC,9999,047,IND,"1 - 12","Aakrosh Ratan","TBA","TBA","Non-Topical Research","",Open,0,30,0
11674,BIOC,9999,048,IND,"1 - 12","John Platig","TBA","TBA","Non-Topical Research","",Open,1,30,0
11675,BIOC,9999,049,IND,"1 - 12","Jeffrey Saucerman","TBA","TBA","Non-Topical Research","",Open,0,30,0
12470,BIOC,9999,050,IND,"1 - 12","Tian Zhang","TBA","TBA","Non-Topical Research","",Open,1,30,0
10007,BIOL,2100,100,Lecture,"4","David Kittlesen","Sa 10:00am - 12:15pm","Chemistry Bldg 206","Introduction to Biology with Laboratory: Cell Biology & Genetics","",Open,14,48,0
10131,BIOL,2100,101,Laboratory,"0","David Kittlesen, Neha Pai","Sa 1:00pm - 3:30pm","Gilmer Hall 351","Introduction to Biology with Laboratory: Cell Biology & Genetics","",Open,13,24,0
10008,BIOL,2200,100,Lecture,"4","John Morrissey","MoTuWeThFr 10:00am - 12:15pm","Gilmer Hall 257","Introduction to Biology w/Laboratory: Organismal & Evolutionary Biology","",Open,6,48,0
10133,BIOL,2200,101,Laboratory,"0","John Morrissey","MoTuWeThFr 1:00pm - 3:30pm","Gilmer Hall 351","Introduction to Biology w/Laboratory: Organismal & Evolutionary Biology","",Open,6,24,0
10009,BIOL,3410,100,Lecture,"4","Ann Massey","Sa 10:30am - 11:30am","Gilmer Hall 247","Human Anatomy and Physiology I","",Open,12,40,0
10135,BIOL,3410,101,Laboratory,"0","Ann Massey","Sa 12:00pm - 3:00pm","Gilmer Hall 350","Human Anatomy and Physiology I","",Open,12,20,0
10136,BIOL,3410,102,Laboratory,"0","Ann Massey","Sa 12:00pm - 3:00pm","Gilmer Hall 356","Human Anatomy and Physiology I","",Open,0,20,0
12315,BIOL,4754,001,Laboratory,"3","Albert Chung, Christian Cox","MoTuWeThFr 8:00am - 5:00pm","Mtn Lake Biological Station","Field Herpetology","",Closed,11,11,0
10114,BIOL,4755,001,Laboratory,"3","David Neely","MoTuWeThFr 8:00am - 5:00pm","Mtn Lake Biological Station","Field Biology of Fishes","",Open,5,11,0
