ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
10103,AAS,2224,001,SEM,"3","Lisa Shutt","MoTuWeThFr 10:00am - 3:00pm","Maury Hall 113","Black Femininities and Masculinities in the US Media","",Open,14,15,0
10091,ANTH,3240,001,Lecture,"3","Sue Ann McCarty","MoTuWeThFr 9:30am - 2:30pm","New Cabell Hall 407","The Anthropology of Food","",Open,17,20,0
10069,ARCH,3500,001,Lecture,"3","Katie MacDonald, Kyle Schumann","MoTuWeThFr 10:00am - 3:00pm","Campbell Hall 158","Special Topics in Architecture","Biomaterial Building",Open,8,70,0
10123,ARCH,5500,001,Lecture,"3","Katie MacDonald, Kyle Schumann","MoTuWeThFr 10:00am - 3:00pm","Campbell Hall 158","Special Topics in Architecture","Biomaterial Building",Open,0,20,0
10060,ARTH,2470,001,SEM,"3","Christa Robbins","MoTuWeThFr 10:00am - 3:00pm","Web-Based Course","Art Now","",Open,14,15,0
10105,ARTS,2580,001,Discussion,"3","Edward Miller","MoTuWeThFr 10:00am - 3:00pm","Ruffin Hall 120","Special Topics in Sculpture","",Open,13,15,0
10076,ARTS,2610,001,STO,"3","Akemi Ohira","MoTuWeThFr 10:00am - 3:00pm","Ruffin Hall 220","Drawing I","",Closed,13,18,0
10065,BIOL,4559,001,Lecture,"3","Fabiane Mundim","MoTuWeThFr 9:00am - 1:00pm","Shannon House 107","New Course in Biology","Ecology in the Underworld: The New Frontier",Closed,26,30,0
10072,BIOL,4585,001,SEM,"3","Joaquin Nunez","MoTuWeThFr 10:00am - 3:30pm","Chemistry Bldg 306","Selected Topics in Biology","Evolutionary Genomics",Open,7,20,0
10118,CE,4995,001,IND,"1 - 4","Jose Gomez","TBA","TBA","Civil Engineering Research","",Open,1,30,0
10120,CE,4995,002,IND,"1 - 4","Venkataraman Lakshmi","TBA","TBA","Civil Engineering Research","",Open,1,30,0
10059,DS,4002,001,Lecture,"3","Brian Wright","MoTuWeThFr 10:00am - 2:00pm","Web-Based Course","Data Science Project Course","",Open,7,25,0
10117,EDIS,9991,001,IND,"1 - 12","April Salerno","TBA","TBA","Ed.D. Research","",Open,1,10,0
10080,ENGL,1910,001,Lecture,"3","Margaret Gardiner","MoTuWeThFr 8:00am - 2:00pm","New Cabell Hall 332","Public Speaking","",Closed,11,18,0
10100,ENWR,2559,001,SEM,"3","Srda Popovic, Stephen Parks","MoTuWeThFr 10:00am - 2:00pm","Bryan Hall 235","New Course in Writing and Rhetoric","",Open,11,25,0
10099,EVSC,4050,001,Lecture,"3","Stephen Macko","MoTuWeThFr 10:00am - 3:00pm","Clark Hall 101","Topics in Oceanography","",Open,23,25,0
10114,FREN,3559,001,Lecture,"1 - 4","Lova Rajaonarisoa","MoTuWeThFr 10:00am - 3:00pm","TBA","New Course in French and Francophone Cultural Topics","French for International Relations",Open,8,15,0
10050,GBUS,7210,001,Lecture,"1.5","Brian Moriarty","MoWeTh 8:00am - 9:25am","TBA","Leadership Communication","",Open,0,50,0
10051,GBUS,7210,002,Lecture,"1.5","Marc Modica","MoWeTh 8:00am - 9:25am","TBA","Leadership Communication","",Open,0,50,0
10055,GBUS,8058,001,Lecture,"1.5","Ming-Jer Chen, Varshik Nimmagadda","MoTuWeThFr 9:00am - 12:00pm","Darden Classroom Bldg Room 280","Disruption, Response, and Transformation","",Open,11,72,0
10052,GBUS,8156,001,Lecture,"1.5","Morela Hernandez","MoTuWeThFr 8:00am - 5:00pm","TBA","Creating a New Normal","",Open,0,50,0
10044,GBUS,8439,001,Lecture,"1.5","Robert Smelick","MoTuWeThFr 9:00am - 5:00pm","Web-Based Course","Leadership and Cultures of Trust & Innovation","",Open,42,65,0
10054,GBUS,8500,001,Lecture,"1.5 - 3","Carolyn Miles, Scott Beardsley","MoTuWeThFr 10:00am - 5:00pm","Darden Classroom Bldg Room 290","Special Topics Seminar","The CEO in the 21st Century",Open,32,72,0
10049,GBUS,8517,001,Lecture,"1.5","Marc Modica","TBA","TBA","Addressing Tough Problems in Business and Society-India","",Open,0,50,0
10046,GBUS,8620,001,Lecture,"1.5","Kim Whitler","MoTuWeThFr 8:00am - 5:00pm","TBA","Brand Management: Creative, Testing & Analyzing New Brand Strategies","",Open,0,75,0
10047,GBUS,8633,001,Lecture,"1.5","Alexander Cowan","MoTuWeThFr 10:00am - 6:00pm","Darden Classroom Bldg Room I-L","Software Development","",Open,13,120,0
