ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
14919,KLPA,1170,002,Lecture,"1","Hunter Brown, Abby Fines","TuTh 12:30pm - 1:45pm","Birdwood Golf Course","Golf","",Closed,24,24,0
14855,KLPA,1200,001,Lecture,"1","Abby Fines, Adam Raines","TuTh 9:30am - 10:45am","TBA","Badminton","",Open,15,24,0
14800,KLPA,1300,001,Lecture,"1","Abby Fines, Christina Mehrtens","TuTh 8:00am - 9:15am","Aquatic & Fitness Ctr N Pool","Swimming","",Open,17,20,0
14801,KLPA,1310,001,Lecture,"1","Justin Anderson, Abby Fines","TuTh 9:30am - 10:45am","Aquatic & Fitness Ctr N Pool","Swimming for Fitness","",Open,6,20,0
14802,KLPA,1320,001,Lecture,"1","Abby Fines, Lynn Samuel","Mo 6:30pm - 10:00pm","N Grounds Rec Ctr Pool - Deep","Scuba Diving","",Open,15,20,0
14832,KLPA,1325,001,Lecture,"1","Abby Fines, Lynn Samuel","TBA","TBA","Advanced Scuba","",Open,2,20,0
14886,KLPA,1400,001,Lecture,"1","Abby Fines, Hamid Jim Karimi","MoWeFr 9:00am - 9:50am","Memorial Gymnasium B010","Weight Training","",Open,23,25,0
14803,KLPA,1400,002,Lecture,"1","Abby Fines, Hamid Jim Karimi","MoWeFr 10:00am - 10:50am","Memorial Gymnasium B010","Weight Training","",Open,20,24,0
14869,KLPA,1400,003,Lecture,"1","Brandon Adams, Abby Fines","TuTh 9:30am - 10:45am","Memorial Gymnasium B010","Weight Training","",Open,20,24,0
14899,KLPA,1410,1,Lecture,"1","Abby Fines, Jurriaan Kortmulder","MoWeFr 8:00am - 8:50am","Memorial Gymnasium 120-MP","Yoga","",Open,15,24,0
14900,KLPA,1410,2,Lecture,"1","Abby Fines, Ann Mazur","MoWeFr 9:00am - 9:50am","Memorial Gymnasium 120-MP","Yoga","",Open,15,24,0
15039,KLPA,1410,3,Lecture,"1","John Bultman, Abby Fines","MoWeFr 10:00am - 10:50am","Memorial Gymnasium 120-MP","Yoga","",Open,23,24,0
15040,KLPA,1410,4,Lecture,"1","Abby Fines, Sarah Moseley","TuTh 8:00am - 9:15am","Memorial Gymnasium 120-MP","Yoga","",Open,23,24,0
15142,KLPA,1410,5,Lecture,"1","John Bultman, Abby Fines","TuTh 12:30pm - 1:45pm","Memorial Gymnasium 120-MP","Yoga","",Open,22,26,0
15178,KLPA,1410,6,Lecture,"1","Abby Fines, Robin Lilly","TuTh 3:30pm - 4:45pm","Web-Based Course","Yoga","",Open,21,24,0
15138,KLPA,1425,001,Lecture,"1","Abby Fines, Jason Reed","TuTh 9:30am - 10:45am","Slaughter Rec Climbing Wall","Climbing","",Open,25,26,0
15241,KLPA,1425,002,Lecture,"1","Matthew Busch, Abby Fines","TuTh 12:30pm - 1:45pm","Slaughter Rec Climbing Wall","Climbing","",Closed,24,24,0
14804,KLPA,1430,001,Lecture,"1","Abby Fines, Adam Forbes","MoWeFr 10:00am - 10:50am","Slaughter Rec 117-Main Gym","Cross Training and Conditioning","",Open,19,24,0
14805,KLPA,1430,002,Lecture,"1","Abby Fines, Hamid Jim Karimi","TuTh 9:30am - 10:45am","Slaughter Rec 117-Main Gym","Cross Training and Conditioning","",Open,7,24,0
14807,KLPA,1440,001,Lecture,"1","Abby Fines, Ann Mazur","MoWeFr 8:00am - 8:50am","Memorial Gymnasium Court 1","Running for Fitness","",Open,8,24,0
14984,KLPA,1440,002,Lecture,"1","Abby Fines, DAVID JOHNSON","TuTh 8:00am - 9:15am","Memorial Gymnasium Court 1","Running for Fitness","",Open,6,24,0
14833,KLPA,1445,001,Lecture,"1","Jaeyong Choi, Abby Fines","MoWeFr 8:00am - 8:50am","Memorial Gymnasium B010","Women's Fitness","",Open,20,24,0
14963,KLPA,1445,2,Lecture,"1","Jaeyong Choi, Abby Fines","TuTh 8:00am - 9:15am","Memorial Gymnasium B010","Women's Fitness","",Open,22,24,0
14946,KLPA,1725,1,Lecture,"1","Abby Fines, Carrie Pledger","TuTh 11:00am - 12:15pm","Slaughter Rec 115B-MP2","Ballroom Dancing","",Open,19,24,0
15242,KLPA,1735,1,Lecture,"1","Abby Fines, Carrie Pledger","TuTh 12:30pm - 1:45pm","Slaughter Rec 115B-MP2","Latin/Salsa Dance","",Open,21,24,0
10936,KOR,1010,001,Lecture,"4","YOON HWA CHOI","MoTuWeTh 10:00am - 10:50am","New Cabell Hall 111","Elementary Korean I","",Open,17,18,0
12988,KOR,1010,002,Lecture,"4","YOON HWA CHOI","MoTuWeTh 11:00am - 11:50am","New Cabell Hall 111","Elementary Korean I","",Open,17,18,0
14402,KOR,1010,003,Lecture,"4","YOON HWA CHOI","MoTuWeTh 12:00pm - 12:50pm","New Cabell Hall 115","Elementary Korean I","",Closed,19,18,0
12104,KOR,2010,001,Lecture,"4","Rosa Han","MoTuWeTh 9:00am - 9:50am","New Cabell Hall 287","Intermediate Korean I","",Closed,20,18,0
11032,KOR,2010,002,Lecture,"4","Rosa Han","MoTuWeTh 10:00am - 10:50am","New Cabell Hall 287","Intermediate Korean I","",Closed,20,18,0
10937,KOR,3010,001,Lecture,"3","Rosa Han","MoWeFr 12:00pm - 12:50pm","New Cabell Hall 068","Advanced Korean I","",Closed,16,12,0
11682,KOR,3015,001,Lecture,"1","Rosa Han","TBA","TBA","Language House Conversation","",Open,5,12,0
