Semester & Year (Course Identifyer),Session,Class Type,Open or Closed,Capacity,Professor
Fall 202416584,030,IND(1 Units),Permission,0 / 30,Panagiotis Apostolellis
Fall 202416585,031,IND(1 Units),Permission,0 / 30,Nada Basit
Fall 202416586,032,IND(1 Units),Permission,0 / 30,Aaron Bloomfield
Fall 202416587,033,IND(1 Units),Permission,0 / 30,Nathan Brunelle
Fall 202416588,034,IND(1 Units),Permission,0 / 30,Brad Campbell
Fall 202416607,035,IND(1 Units),Permission,1 / 30,Anil Vullikanti
Fall 202416589,036,IND(1 Units),Permission,1 / 30,Matthew Dwyer
Fall 202416590,037,IND(1 Units),Permission,1 / 30,Tom Fletcher
Fall 202416591,038,IND(1 Units),Permission,0 / 30,Mark Floryan
Fall 202416592,039,IND(1 Units),Permission,0 / 30,Daniel Graham
Fall 202416593,040,IND(1 Units),Permission,0 / 30,Tom Horton
Fall 202416594,041,IND(1 Units),Permission,0 / 30,Robbie Hott
Fall 202417257,042,IND(1 Units),Permission,2 / 30,Yue Cheng
Fall 202416595,043,IND(1 Units),Permission,0 / 30,Yangfeng Ji
Fall 202416596,044,IND(1 Units),Permission,0 / 30,Samira Khan
Fall 202416604,045,IND(1 Units),Permission,0 / 30,Mark Sherriff
Fall 202416597,046,IND(1 Units),Permission,0 / 30,Jundong Li
Fall 202416598,047,IND(1 Units),Permission,0 / 30,Worthy Martin
Fall 202416599,048,IND(1 Units),Permission,0 / 30,Paul McBurney
Fall 202416600,049,IND(1 Units),Permission,1 / 30,Rich Nguyen
Fall 202416601,050,IND(1 Units),Permission,0 / 30,Raymond Pettit
Fall 202420878,052,IND(1 Units),Permission,1 / 30,Wajih Ul Hassan
,Fall 202416507,001,IND(1 - 12 Units),Permission,0 / 30
Fall 202416507,001,IND(1 - 12 Units),Permission,0 / 30,Homa Alemzadeh
Fall 202416507,001,IND(1 - 12 Units),Permission,0 / 30,Homa Alemzadeh
Fall 202416882,002,IND(1 - 12 Units),Permission,0 / 30,Yue Cheng
Fall 202416896,003,IND(1 - 12 Units),Permission,0 / 30,Panagiotis Apostolellis
Fall 202416919,004,IND(1 - 12 Units),Permission,0 / 30,Clint Miller
Fall 202417061,005,IND(1 - 12 Units),Permission,0 / 30,Raymond Pettit
Fall 202417249,006,IND(1 - 12 Units),Permission,0 / 30,Kevin Sullivan
Fall 202421429,007,IND(1 - 12 Units),Permission,0 / 30,Afsaneh Doryab
,Fall 202419580,001,Lecture(3 Units),Open,16 / 35
Fall 202419580,001,Lecture(3 Units),Open,16 / 35,Hyojoon Kim
Fall 202419580,001,Lecture(3 Units),Open,16 / 35,Hyojoon Kim
,Fall 202416446,001,IND(1 - 12 Units),Permission,0 / 30
Fall 202416446,001,IND(1 - 12 Units),Permission,0 / 30,Aidong Zhang
Fall 202416446,001,IND(1 - 12 Units),Permission,0 / 30,Aidong Zhang
Fall 202416405,002,IND(1 - 12 Units),Permission,2 / 30,Anil Vullikanti
Fall 202415829,003,IND(1 - 12 Units),Permission,0 / 30,Kevin Skadron
Fall 202416392,004,IND(1 - 12 Units),Permission,0 / 30,Jack Davidson
Fall 202415993,005,IND(1 - 12 Units),Permission,0 / 30,Nada Basit
Fall 202416406,006,IND(1 - 12 Units),Permission,0 / 30,Madhav Marathe
Fall 202416472,007,IND(1 - 12 Units),Permission,0 / 30,Robbie Hott
Fall 202415994,008,IND(1 - 12 Units),Permission,0 / 30,Lu Feng
Fall 202417168,010,IND(1 - 12 Units),Permission,0 / 30,Chen-Yu Wei
Fall 202417169,011,IND(1 - 12 Units),Permission,0 / 30,Yen-Ling Kuo
Fall 202416125,012,IND(1 - 12 Units),Permission,0 / 30,Samira Khan
Fall 202416475,013,IND(1 - 12 Units),Permission,1 / 30,Seongkook Heo
Fall 202416476,014,IND(1 - 12 Units),Permission,0 / 30,Sebastian Elbaum
Fall 202416477,015,IND(1 - 12 Units),Permission,1 / 30,Ashish Venkat
Fall 202416508,016,IND(1 - 12 Units),Permission,0 / 30,Homa Alemzadeh
Fall 202416514,017,IND(1 - 12 Units),Permission,0 / 30,Brad Campbell
Fall 202416529,018,IND(1 - 12 Units),Permission,0 / 30,Jundong Li
Fall 202416710,019,IND(1 - 12 Units),Permission,1 / 30,Afsaneh Doryab
Fall 202416226,020,IND(1 - 12 Units),Permission,1 / 30,Madhur Behl
Fall 202416743,021,IND(1 - 12 Units),Permission,0 / 30,Judy Fox
Fall 202417164,022,IND(1 - 12 Units),Permission,0 / 30,Chang Lou
Fall 202415996,023,IND(1 - 12 Units),Permission,0 / 30,Yanjun Qi
Fall 202416160,024,IND(1 - 12 Units),Permission,1 / 30,Haiying Shen
Fall 202417233,025,IND(1 - 12 Units),Permission,0 / 30,Miaomiao Zhang
Fall 202416321,026,IND(1 - 12 Units),Permission,0 / 30,Yangfeng Ji
Fall 202417250,027,IND(1 - 12 Units),Permission,0 / 30,Kevin Sullivan
Fall 202416769,028,IND(1 - 12 Units),Permission,0 / 30,Felix Lin
Fall 202416840,029,IND(1 - 12 Units),Permission,0 / 30,Kristen Naegle
Fall 202416864,030,IND(1 - 12 Units),Permission,0 / 30,Tianhao Wang
Fall 202416883,031,IND(1 - 12 Units),Permission,0 / 30,Yue Cheng
Fall 202416901,032,IND(1 - 12 Units),Permission,0 / 30,Shangtong Zhang
Fall 202417062,033,IND(1 - 12 Units),Permission,0 / 30,Raymond Pettit
Fall 202417076,034,IND(1 - 12 Units),Permission,0 / 30,Matthew Dwyer
Fall 202417165,035,IND(1 - 12 Units),Permission,0 / 30,Ferdinando Fioretto
Fall 202417166,036,IND(1 - 12 Units),Permission,0 / 30,Wei-Kai Lin
Fall 202417167,037,IND(1 - 12 Units),Permission,1 / 30,Hyojoon Kim
Fall 202421579,038,IND(1 - 12 Units),Open,0 / 30,Chen Chen
,Fall 202416478,001,IND(3 Units),Permission,0 / 30
Fall 202416478,001,IND(3 Units),Permission,0 / 30,David Wu
Fall 202416478,001,IND(3 Units),Permission,0 / 30,David Wu
Fall 202415799,002,IND(3 Units),Permission,0 / 30,David Evans
Fall 202416407,003,IND(3 Units),Permission,0 / 30,Anil Vullikanti
Fall 202416408,004,IND(3 Units),Permission,0 / 30,Madhav Marathe
Fall 202416479,005,IND(3 Units),Permission,0 / 30,Haifeng Xu
Fall 202416480,006,IND(3 Units),Permission,0 / 30,Seongkook Heo
Fall 202416481,007,IND(3 Units),Permission,0 / 30,Sebastian Elbaum
Fall 202416482,008,IND(3 Units),Permission,0 / 30,Ashish Venkat
Fall 202416301,009,IND(3 Units),Permission,0 / 30,Nada Basit
Fall 202416393,010,IND(3 Units),Permission,0 / 30,Aidong Zhang
Fall 202417173,011,IND(3 Units),Permission,0 / 30,Hyojoon Kim
Fall 202416509,012,IND(3 Units),Permission,0 / 30,Homa Alemzadeh
Fall 202417174,013,IND(3 Units),Permission,0 / 30,Chen-Yu Wei
Fall 202416541,014,IND(3 Units),Permission,0 / 30,Nicola Bezzo
Fall 202416711,015,IND(3 Units),Permission,0 / 30,Afsaneh Doryab
Fall 202417170,016,IND(3 Units),Permission,0 / 30,Chang Lou
Fall 202415897,017,IND(3 Units),Permission,0 / 30,Mark Sherriff
Fall 202416008,018,IND(3 Units),Permission,0 / 30,Mohammad Mahmoody
Fall 202416227,019,IND(3 Units),Permission,0 / 30,Madhur Behl
Fall 202417175,020,IND(3 Units),Permission,0 / 30,Yen-Ling Kuo
Fall 202416852,021,IND(3 Units),Permission,0 / 30,Kevin Skadron
Fall 202416910,022,IND(3 Units),Permission,0 / 30,Miaomiao Zhang
Fall 202417171,023,IND(3 Units),Permission,0 / 30,Ferdinando Fioretto
Fall 202417172,024,IND(3 Units),Permission,0 / 30,Wei-Kai Lin
,Fall 202415801,001,IND(1 - 6 Units),Permission,1 / 30
Fall 202415801,001,IND(1 - 6 Units),Permission,1 / 30,Jack Davidson
Fall 202415801,001,IND(1 - 6 Units),Permission,1 / 30,Jack Davidson
Fall 202415802,002,IND(1 - 6 Units),Permission,0 / 30,David Evans
Fall 202416326,003,IND(1 - 6 Units),Permission,0 / 30,Daniel Graham
Fall 202416738,004,IND(1 - 6 Units),Permission,0 / 30,Afsaneh Doryab
Fall 202416510,005,IND(1 - 6 Units),Permission,0 / 30,Homa Alemzadeh
Fall 202415803,006,IND(1 - 6 Units),Permission,0 / 30,Kevin Skadron
Fall 202416394,007,IND(1 - 6 Units),Permission,2 / 30,Aidong Zhang
Fall 202416732,008,IND(1 - 6 Units),Permission,0 / 30,Yixin Sun
Fall 202416327,009,IND(1 - 6 Units),Permission,0 / 30,Robbie Hott
Fall 202415874,010,IND(1 - 6 Units),Permission,0 / 30,Aaron Bloomfield
Fall 202416328,011,IND(1 - 6 Units),Permission,0 / 30,Rich Nguyen
Fall 202416161,012,IND(1 - 6 Units),Permission,0 / 30,Kai-wei Chang
Fall 202415875,013,IND(1 - 6 Units),Permission,0 / 30,Tom Horton
Fall 202416121,014,IND(1 - 6 Units),Permission,0 / 30,Samira Khan
Fall 202416232,015,IND(1 - 6 Units),Permission,0 / 30,Brad Campbell
Fall 202415876,016,IND(1 - 6 Units),Permission,0 / 30,Worthy Martin
Fall 202415988,017,IND(1 - 6 Units),Permission,0 / 30,Nada Basit
Fall 202416329,018,IND(1 - 6 Units),Permission,0 / 30,Raymond Pettit
Fall 202416863,019,IND(1 - 6 Units),Permission,0 / 30,Tianhao Wang
Fall 202416009,020,IND(1 - 6 Units),Permission,0 / 30,Mohammad Mahmoody
Fall 202415877,021,IND(1 - 6 Units),Permission,3 / 30,Kevin Sullivan
Fall 202417125,022,IND(1 - 6 Units),Permission,0 / 30,Yen-Ling Kuo
Fall 202416228,023,IND(1 - 6 Units),Permission,1 / 30,Madhur Behl
Fall 202416867,024,IND(1 - 6 Units),Permission,0 / 30,Seongkook Heo
Fall 202415879,025,IND(1 - 6 Units),Permission,0 / 30,Mark Sherriff
Fall 202416869,026,IND(1 - 6 Units),Permission,0 / 30,Miaomiao Zhang
Fall 202416871,027,IND(1 - 6 Units),Permission,1 / 30,Shangtong Zhang
Fall 202416875,028,IND(1 - 6 Units),Permission,2 / 30,Felix Lin
Fall 202417157,029,IND(1 - 6 Units),Permission,1 / 30,Chang Lou
Fall 202415989,030,IND(1 - 6 Units),Permission,0 / 30,Mark Floryan
Fall 202416884,031,IND(1 - 6 Units),Permission,2 / 30,Sandhya Dwarkadas
Fall 202415990,032,IND(1 - 6 Units),Permission,0 / 30,Yanjun Qi
Fall 202416162,033,IND(1 - 6 Units),Permission,0 / 30,Haiying Shen
Fall 202416749,034,IND(1 - 6 Units),Permission,0 / 30,Tom Fletcher
Fall 202416163,035,IND(1 - 6 Units),Permission,0 / 30,Charles Reiss
Fall 202416895,036,IND(1 - 6 Units),Permission,1 / 30,Wajih Ul Hassan
Fall 202416187,038,IND(1 - 6 Units),Permission,0 / 30,Mary Smith
Fall 202416905,039,IND(1 - 6 Units),Permission,0 / 30,Geoffrey Fox
Fall 202417188,040,IND(1 - 6 Units),Permission,2 / 30,Ferdinando Fioretto
Fall 202416209,041,IND(1 - 6 Units),Permission,0 / 30,Lu Feng
Fall 202417189,042,IND(1 - 6 Units),Permission,0 / 30,Wei-Kai Lin
Fall 202416250,043,IND(1 - 6 Units),Permission,0 / 30,Farzad Hassanzadeh
Fall 202417190,044,IND(1 - 6 Units),Permission,1 / 30,Hyojoon Kim
Fall 202416322,045,IND(1 - 6 Units),Permission,1 / 30,Matthew Dwyer
Fall 202416323,046,IND(1 - 6 Units),Permission,0 / 30,Sebastian Elbaum
Fall 202416324,047,IND(1 - 6 Units),Permission,3 / 30,Yangfeng Ji
Fall 202417191,048,IND(1 - 6 Units),Permission,2 / 30,Chen-Yu Wei
Fall 202416325,049,IND(1 - 6 Units),Permission,0 / 30,Ashish Venkat
Fall 202421062,050,IND(1 - 6 Units),Permission,2 / 30,Yu Meng
Fall 202421159,051,IND(1 - 6 Units),Permission,0 / 30,Yue Cheng
Fall 202421182,052,IND(1 - 6 Units),Permission,0 / 30,Kun Qian
Fall 202421202,053,IND(1 - 6 Units),Permission,1 / 30,Adwait Jog
Fall 202421205,054,IND(1 - 6 Units),Permission,1 / 30,Zezhou Cheng
Fall 202421206,055,IND(1 - 6 Units),Permission,1 / 30,Wenxi Wang
Fall 202421207,056,IND(1 - 6 Units),Permission,0 / 30,Rohan Chandra
Fall 202421208,057,IND(1 - 6 Units),Permission,1 / 30,Chen Chen
Fall 202421209,058,IND(1 - 6 Units),Permission,1 / 30,Matheus Xavier Ferreira
Fall 202421210,059,IND(1 - 6 Units),Permission,0 / 30,Henry Kautz
Fall 202421317,060,IND(1 - 6 Units),Permission,1 / 30,Briana Morrison
Fall 202421356,061,IND(1 - 6 Units),Permission,0 / 30,Arohi Khargonkar
,Fall 202416876,001,IND(1 - 12 Units),Permission,3 / 30
Fall 202416876,001,IND(1 - 12 Units),Permission,3 / 30,Tariq Iqbal
Fall 202416876,001,IND(1 - 12 Units),Permission,3 / 30,Tariq Iqbal
Fall 202416880,002,IND(1 - 12 Units),Permission,3 / 30,Yue Cheng
Fall 202415788,003,IND(1 - 12 Units),Permission,1 / 30,Jack Davidson
Fall 202415789,004,IND(1 - 12 Units),Permission,3 / 30,David Evans
Fall 202417105,005,IND(1 - 12 Units),Permission,3 / 30,Chen-Yu Wei
Fall 202416722,006,IND(1 - 12 Units),Permission,3 / 30,Afsaneh Doryab
Fall 202417107,007,IND(1 - 12 Units),Permission,3 / 30,Adwait Jog
Fall 202416013,008,IND(1 - 12 Units),Permission,0 / 30,Yanjun Qi
Fall 202415790,009,IND(1 - 12 Units),Permission,0 / 30,Tom Horton
Fall 202416734,010,IND(1 - 12 Units),Permission,0 / 30,Yixin Sun
Fall 202415898,011,IND(1 - 12 Units),Permission,0 / 30,Mark Sherriff
Fall 202416233,012,IND(1 - 12 Units),Permission,0 / 30,Brad Campbell
Fall 202417108,013,IND(1 - 12 Units),Permission,5 / 30,Tianhao Wang
Fall 202415791,014,IND(1 - 12 Units),Permission,0 / 30,Worthy Martin
Fall 202416010,015,IND(1 - 12 Units),Permission,0 / 30,Mohammad Mahmoody
Fall 202417109,016,IND(1 - 12 Units),Permission,4 / 30,Ferdinando Fioretto
Fall 202417110,017,IND(1 - 12 Units),Permission,1 / 30,Hyojoon Kim
Fall 202415792,018,IND(1 - 12 Units),Permission,0 / 30,Kevin Skadron
Fall 202416744,019,IND(1 - 12 Units),Permission,0 / 30,Judy Fox
Fall 202416615,020,IND(1 - 12 Units),Permission,1 / 30,Miaomiao Zhang
Fall 202416746,021,IND(1 - 12 Units),Permission,5 / 30,Felix Lin
Fall 202415793,022,IND(1 - 12 Units),Permission,1 / 30,Kevin Sullivan
Fall 202416747,023,IND(1 - 12 Units),Permission,0 / 30,Tom Fletcher
Fall 202416229,024,IND(1 - 12 Units),Permission,1 / 30,Madhur Behl
Fall 202415899,025,IND(1 - 12 Units),Permission,0 / 30,Aaron Bloomfield
Fall 202416122,026,IND(1 - 12 Units),Permission,0 / 30,Samira Khan
Fall 202416167,027,IND(1 - 12 Units),Permission,0 / 30,Kai-wei Chang
Fall 202416168,028,IND(1 - 12 Units),Permission,5 / 30,Haiying Shen
Fall 202416754,029,IND(1 - 12 Units),Permission,0 / 30,Rich Nguyen
Fall 202416169,030,IND(1 - 12 Units),Permission,0 / 30,Charles Reiss
Fall 202417111,031,IND(1 - 12 Units),Permission,3 / 30,Wei-Kai Lin
Fall 202416210,033,IND(1 - 12 Units),Permission,2 / 30,Lu Feng
Fall 202417112,034,IND(1 - 12 Units),Permission,3 / 30,Chang Lou
Fall 202416251,035,IND(1 - 12 Units),Permission,1 / 30,Farzad Hassanzadeh
Fall 202417113,036,IND(1 - 12 Units),Permission,3 / 30,Yen-Ling Kuo
Fall 202416315,037,IND(1 - 12 Units),Permission,0 / 30,Homa Alemzadeh
Fall 202416316,038,IND(1 - 12 Units),Permission,0 / 30,Jonathan Goodall
Fall 202416317,039,IND(1 - 12 Units),Permission,0 / 30,Denis Nekipelov
Fall 202416318,040,IND(1 - 12 Units),Permission,0 / 30,Kristen Naegle
Fall 202416330,041,IND(1 - 12 Units),Permission,4 / 30,Matthew Dwyer
Fall 202416331,042,IND(1 - 12 Units),Permission,0 / 30,Sebastian Elbaum
Fall 202416332,043,IND(1 - 12 Units),Permission,3 / 30,Yangfeng Ji
Fall 202416333,044,IND(1 - 12 Units),Permission,0 / 30,Yonghwi Kwon
Fall 202416395,045,IND(1 - 12 Units),Permission,7 / 30,Aidong Zhang
Fall 202416409,046,IND(1 - 12 Units),Permission,5 / 30,Anil Vullikanti
Fall 202416410,047,IND(1 - 12 Units),Permission,4 / 30,Madhav Marathe
Fall 202416449,048,IND(1 - 12 Units),Permission,0 / 30,Michael Albert
Fall 202416483,049,IND(1 - 12 Units),Permission,0 / 30,David Wu
Fall 202416484,050,IND(1 - 12 Units),Permission,0 / 30,Haifeng Xu
Fall 202416485,051,IND(1 - 12 Units),Permission,1 / 30,Seongkook Heo
Fall 202416486,052,IND(1 - 12 Units),Permission,1 / 30,Ashish Venkat
Fall 202416537,053,IND(1 - 12 Units),Permission,1 / 30,Jundong Li
Fall 202416542,054,IND(1 - 12 Units),Permission,0 / 30,Nicola Bezzo
Fall 202416847,055,IND(1 - 12 Units),Permission,4 / 30,Wajih Ul Hassan
Fall 202416860,056,IND(1 - 12 Units),Permission,2 / 30,Sandhya Dwarkadas
Fall 202416868,057,IND(1 - 12 Units),Permission,5 / 30,Geoffrey Fox
Fall 202416873,058,IND(1 - 12 Units),Permission,6 / 30,Shangtong Zhang
Fall 202420996,059,IND(1 - 12 Units),Permission,2 / 30,Chen Chen
Fall 202420998,060,IND(1 - 12 Units),Permission,2 / 30,Yu Meng
Fall 202421200,061,IND(1 - 12 Units),Permission,4 / 30,Zezhou Cheng
Fall 202421217,062,IND(1 - 12 Units),Permission,0 / 30,Wenxi Wang
Fall 202421218,063,IND(1 - 12 Units),Permission,1 / 30,Rohan Chandra
Fall 202421219,064,IND(1 - 12 Units),Permission,0 / 30,Henry Kautz
Fall 202421220,065,IND(1 - 12 Units),Permission,1 / 30,Matheus Xavier Ferreira
Fall 202421232,067,IND(1 - 12 Units),Permission,1 / 30,Jing Yang
,Fall 202415916,001,IND(1 - 6 Units),Permission,0 / 30
Fall 202415916,001,IND(1 - 6 Units),Permission,0 / 30,Aaron Bloomfield
Fall 202415916,001,IND(1 - 6 Units),Permission,0 / 30,Aaron Bloomfield
Fall 202416894,002,IND(1 - 6 Units),Permission,2 / 30,Shangtong Zhang
Fall 202416750,003,IND(1 - 6 Units),Permission,0 / 30,Tom Fletcher
Fall 202415917,004,IND(1 - 6 Units),Permission,0 / 30,Jack Davidson
Fall 202415918,005,IND(1 - 6 Units),Permission,0 / 30,David Evans
Fall 202416906,006,IND(1 - 6 Units),Permission,0 / 30,Wajih Ul Hassan
Fall 202417186,007,IND(1 - 6 Units),Permission,1 / 30,Chen-Yu Wei
Fall 202415919,008,IND(1 - 6 Units),Permission,0 / 30,Tom Horton
Fall 202417119,009,IND(1 - 6 Units),Permission,0 / 30,Adwait Jog
Fall 202416234,010,IND(1 - 6 Units),Permission,1 / 30,Brad Campbell
Fall 202416098,011,IND(1 - 6 Units),Permission,1 / 30,Mark Floryan
Fall 202415920,012,IND(1 - 6 Units),Permission,0 / 30,Worthy Martin
Fall 202416014,013,IND(1 - 6 Units),Permission,0 / 30,Yanjun Qi
Fall 202417187,014,IND(1 - 6 Units),Permission,1 / 30,Yen-Ling Kuo
Fall 202415921,015,IND(1 - 6 Units),Permission,0 / 30,Mark Sherriff
Fall 202415922,016,IND(1 - 6 Units),Permission,4 / 30,Kevin Skadron
Fall 202417126,017,IND(1 - 6 Units),Permission,0 / 30,Yen-Ling Kuo
Fall 202416011,018,IND(1 - 6 Units),Permission,0 / 30,Mohammad Mahmoody
Fall 202417182,019,IND(1 - 6 Units),Permission,0 / 30,Chang Lou
Fall 202415923,020,IND(1 - 6 Units),Permission,0 / 30,Kevin Sullivan
Fall 202417183,021,IND(1 - 6 Units),Permission,0 / 30,Ferdinando Fioretto
Fall 202416230,022,IND(1 - 6 Units),Permission,0 / 30,Madhur Behl
Fall 202417184,023,IND(1 - 6 Units),Permission,1 / 30,Wei-Kai Lin
Fall 202416396,024,IND(1 - 6 Units),Permission,1 / 30,Aidong Zhang
Fall 202416123,025,IND(1 - 6 Units),Permission,0 / 30,Samira Khan
Fall 202416171,026,IND(1 - 6 Units),Permission,0 / 30,Kai-wei Chang
Fall 202416172,027,IND(1 - 6 Units),Permission,0 / 30,Haiying Shen
Fall 202417185,028,IND(1 - 6 Units),Permission,0 / 30,Hyojoon Kim
Fall 202416173,029,IND(1 - 6 Units),Permission,0 / 30,Charles Reiss
Fall 202416489,030,IND(1 - 6 Units),Permission,2 / 30,Seongkook Heo
Fall 202416189,032,IND(1 - 6 Units),Permission,0 / 30,Mary Smith
Fall 202416511,033,IND(1 - 6 Units),Permission,0 / 30,Homa Alemzadeh
Fall 202416739,034,IND(1 - 6 Units),Permission,1 / 30,Afsaneh Doryab
Fall 202416211,035,IND(1 - 6 Units),Permission,0 / 30,Lu Feng
Fall 202416340,036,IND(1 - 6 Units),Permission,0 / 30,Rich Nguyen
Fall 202416252,037,IND(1 - 6 Units),Permission,0 / 30,Farzad Hassanzadeh
Fall 202416341,038,IND(1 - 6 Units),Permission,0 / 30,Raymond Pettit
Fall 202416334,039,IND(1 - 6 Units),Permission,1 / 30,Matthew Dwyer
Fall 202416335,040,IND(1 - 6 Units),Permission,0 / 30,Sebastian Elbaum
Fall 202416336,041,IND(1 - 6 Units),Permission,1 / 30,Yangfeng Ji
Fall 202416339,042,IND(1 - 6 Units),Permission,0 / 30,Robbie Hott
Fall 202416337,043,IND(1 - 6 Units),Permission,0 / 30,Ashish Venkat
Fall 202416338,044,IND(1 - 6 Units),Permission,1 / 30,Daniel Graham
Fall 202421007,045,IND(1 - 6 Units),Permission,2 / 30,Yixin Sun
Fall 202421063,046,IND(1 - 6 Units),Permission,1 / 30,Yu Meng
Fall 202421146,047,IND(1 - 6 Units),Permission,2 / 30,Yue Cheng
Fall 202421183,048,IND(1 - 6 Units),Permission,1 / 30,Kun Qian
Fall 202421211,049,IND(1 - 6 Units),Permission,0 / 30,Zezhou Cheng
Fall 202421212,050,IND(1 - 6 Units),Permission,0 / 30,Wenxi Wang
Fall 202421213,051,IND(1 - 6 Units),Permission,1 / 30,Rohan Chandra
Fall 202421214,052,IND(1 - 6 Units),Permission,0 / 30,Chen Chen
Fall 202421215,053,IND(1 - 6 Units),Permission,0 / 30,Matheus Xavier Ferreira
Fall 202421216,054,IND(1 - 6 Units),Permission,0 / 30,Henry Kautz
,Fall 202415778,001,IND(1 - 12 Units),Permission,8 / 30
Fall 202415778,001,IND(1 - 12 Units),Permission,8 / 30,Kevin Skadron
Fall 202415778,001,IND(1 - 12 Units),Permission,8 / 30,Kevin Skadron
Fall 202416874,002,IND(1 - 12 Units),Permission,3 / 30,Shangtong Zhang
Fall 202415775,003,IND(1 - 12 Units),Permission,0 / 30,Jack Davidson
Fall 202415900,004,IND(1 - 12 Units),Permission,0 / 30,Aaron Bloomfield
Fall 202416881,005,IND(1 - 12 Units),Permission,2 / 30,Yue Cheng
Fall 202416748,006,IND(1 - 12 Units),Permission,2 / 30,Tom Fletcher
Fall 202416624,007,IND(1 - 12 Units),Permission,3 / 30,Yixin Sun
Fall 202415776,008,IND(1 - 12 Units),Permission,2 / 30,David Evans
Fall 202416859,009,IND(1 - 12 Units),Permission,0 / 30,Tariq Iqbal
Fall 202416616,010,IND(1 - 12 Units),Permission,2 / 30,Miaomiao Zhang
Fall 202417083,011,IND(1 - 12 Units),Permission,1 / 30,Adwait Jog
Fall 202416015,012,IND(1 - 12 Units),Permission,0 / 30,Yanjun Qi
Fall 202416611,013,IND(1 - 12 Units),Permission,1 / 30,Jundong Li
Fall 202416124,014,IND(1 - 12 Units),Permission,1 / 30,Samira Khan
Fall 202416235,015,IND(1 - 12 Units),Permission,4 / 30,Brad Campbell
Fall 202415777,016,IND(1 - 12 Units),Permission,0 / 30,Worthy Martin
Fall 202416012,017,IND(1 - 12 Units),Permission,0 / 30,Mohammad Mahmoody
Fall 202417138,018,IND(1 - 12 Units),Permission,2 / 30,Geoffrey Fox
Fall 202416231,019,IND(1 - 12 Units),Permission,3 / 30,Madhur Behl
Fall 202416492,020,IND(1 - 12 Units),Permission,3 / 30,Seongkook Heo
Fall 202416491,021,IND(1 - 12 Units),Permission,0 / 30,Haifeng Xu
Fall 202416175,022,IND(1 - 12 Units),Permission,0 / 30,Kai-wei Chang
Fall 202415779,023,IND(1 - 12 Units),Permission,0 / 30,Kevin Sullivan
Fall 202417176,024,IND(1 - 12 Units),Permission,0 / 30,Chang Lou
Fall 202415901,025,IND(1 - 12 Units),Permission,0 / 30,Tom Horton
Fall 202416176,026,IND(1 - 12 Units),Permission,8 / 30,Haiying Shen
Fall 202415902,027,IND(1 - 12 Units),Permission,0 / 30,Mark Sherriff
Fall 202417177,028,IND(1 - 12 Units),Permission,3 / 30,Ferdinando Fioretto
Fall 202416177,029,IND(1 - 12 Units),Permission,0 / 30,Charles Reiss
Fall 202417178,030,IND(1 - 12 Units),Permission,0 / 30,Wei-Kai Lin
Fall 202416212,032,IND(1 - 12 Units),Permission,2 / 30,Lu Feng
Fall 202417179,033,IND(1 - 12 Units),Permission,0 / 30,Hyojoon Kim
Fall 202416253,034,IND(1 - 12 Units),Permission,1 / 30,Farzad Hassanzadeh
Fall 202417180,035,IND(1 - 12 Units),Permission,0 / 30,Chen-Yu Wei
Fall 202416342,036,IND(1 - 12 Units),Permission,3 / 30,Matthew Dwyer
Fall 202416343,037,IND(1 - 12 Units),Permission,3 / 30,Sebastian Elbaum
Fall 202416344,038,IND(1 - 12 Units),Permission,3 / 30,Yangfeng Ji
Fall 202416345,039,IND(1 - 12 Units),Permission,0 / 30,Yonghwi Kwon
Fall 202416360,040,IND(1 - 12 Units),Permission,1 / 30,Ashish Venkat
Fall 202416397,041,IND(1 - 12 Units),Permission,3 / 30,Aidong Zhang
Fall 202416411,042,IND(1 - 12 Units),Permission,1 / 30,Anil Vullikanti
Fall 202416412,043,IND(1 - 12 Units),Permission,6 / 30,Madhav Marathe
Fall 202416828,044,IND(1 - 12 Units),Permission,0 / 30,John Stankovic
Fall 202416849,045,IND(1 - 12 Units),Permission,0 / 30,Sandhya Dwarkadas
Fall 202417181,046,IND(1 - 12 Units),Permission,2 / 30,Yen-Ling Kuo
Fall 202420678,047,IND(1 - 12 Units),Permission,2 / 30,Afsaneh Doryab
Fall 202421167,048,IND(1 - 12 Units),Permission,1 / 30,Yu Meng
Fall 202421191,049,IND(1 - 12 Units),Permission,1 / 30,Judy Fox
Fall 202421201,050,IND(1 - 12 Units),Permission,0 / 30,Zezhou Cheng
Fall 202421222,051,IND(1 - 12 Units),Permission,0 / 30,Wenxi Wang
Fall 202421223,052,IND(1 - 12 Units),Permission,0 / 30,Rohan Chandra
Fall 202421224,053,IND(1 - 12 Units),Permission,0 / 30,Chen Chen
Fall 202421225,054,IND(1 - 12 Units),Permission,0 / 30,Matheus Xavier Ferreira
Fall 202421226,055,IND(1 - 12 Units),Permission,0 / 30,Henry Kautz
Fall 202421233,056,IND(1 - 12 Units),Permission,0 / 30,Jing Yang
