Semester & Year (Course Identifyer),Session,Class Type,Open or Closed,Capacity,Professor
17107,007,IND(1 - 12),Permission,3 / 30,Adwait Jog
16013,008,IND(1 - 12),Permission,0 / 30,Yanjun Qi
15790,009,IND(1 - 12),Permission,0 / 30,Tom Horton
16734,010,IND(1 - 12),Permission,0 / 30,Yixin Sun
15898,011,IND(1 - 12),Permission,0 / 30,Mark Sherriff
16233,012,IND(1 - 12),Permission,0 / 30,Brad Campbell
17108,013,IND(1 - 12),Permission,5 / 30,Tianhao Wang
15791,014,IND(1 - 12),Permission,0 / 30,Worthy Martin
16010,015,IND(1 - 12),Permission,0 / 30,Mohammad Mahmoody
17109,016,IND(1 - 12),Permission,4 / 30,Ferdinando Fioretto
17110,017,IND(1 - 12),Permission,1 / 30,Hyojoon Kim
15792,018,IND(1 - 12),Permission,0 / 30,Kevin Skadron
16744,019,IND(1 - 12),Permission,0 / 30,Judy Fox
16615,020,IND(1 - 12),Permission,1 / 30,Miaomiao Zhang
16746,021,IND(1 - 12),Permission,5 / 30,Felix Lin
15793,022,IND(1 - 12),Permission,1 / 30,Kevin Sullivan
16747,023,IND(1 - 12),Permission,0 / 30,Tom Fletcher
16229,024,IND(1 - 12),Permission,1 / 30,Madhur Behl
15899,025,IND(1 - 12),Permission,0 / 30,Aaron Bloomfield
16122,026,IND(1 - 12),Permission,0 / 30,Samira Khan
16167,027,IND(1 - 12),Permission,0 / 30,Kai-wei Chang
16168,028,IND(1 - 12),Permission,5 / 30,Haiying Shen
16754,029,IND(1 - 12),Permission,0 / 30,Rich Nguyen
16169,030,IND(1 - 12),Permission,0 / 30,Charles Reiss
17111,031,IND(1 - 12),Permission,3 / 30,Wei-Kai Lin
16210,033,IND(1 - 12),Permission,2 / 30,Lu Feng
17112,034,IND(1 - 12),Permission,3 / 30,Chang Lou
16251,035,IND(1 - 12),Permission,1 / 30,Farzad Hassanzadeh
17113,036,IND(1 - 12),Permission,3 / 30,Yen-Ling Kuo
16315,037,IND(1 - 12),Permission,0 / 30,Homa Alemzadeh
16316,038,IND(1 - 12),Permission,0 / 30,Jonathan Goodall
16317,039,IND(1 - 12),Permission,0 / 30,Denis Nekipelov
16318,040,IND(1 - 12),Permission,0 / 30,Kristen Naegle
16330,041,IND(1 - 12),Permission,4 / 30,Matthew Dwyer
16331,042,IND(1 - 12),Permission,0 / 30,Sebastian Elbaum
16332,043,IND(1 - 12),Permission,3 / 30,Yangfeng Ji
16333,044,IND(1 - 12),Permission,0 / 30,Yonghwi Kwon
16395,045,IND(1 - 12),Permission,7 / 30,Aidong Zhang
16409,046,IND(1 - 12),Permission,5 / 30,Anil Vullikanti
16410,047,IND(1 - 12),Permission,4 / 30,Madhav Marathe
16449,048,IND(1 - 12),Permission,0 / 30,Michael Albert
16483,049,IND(1 - 12),Permission,0 / 30,David Wu
16484,050,IND(1 - 12),Permission,0 / 30,Haifeng Xu
16485,051,IND(1 - 12),Permission,1 / 30,Seongkook Heo
16486,052,IND(1 - 12),Permission,1 / 30,Ashish Venkat
16537,053,IND(1 - 12),Permission,1 / 30,Jundong Li
16542,054,IND(1 - 12),Permission,0 / 30,Nicola Bezzo
16847,055,IND(1 - 12),Permission,4 / 30,Wajih Ul Hassan
16860,056,IND(1 - 12),Permission,2 / 30,Sandhya Dwarkadas
16868,057,IND(1 - 12),Permission,5 / 30,Geoffrey Fox
16873,058,IND(1 - 12),Permission,6 / 30,Shangtong Zhang
20996,059,IND(1 - 12),Permission,2 / 30,Chen Chen
20998,060,IND(1 - 12),Permission,2 / 30,Yu Meng
21200,061,IND(1 - 12),Permission,4 / 30,Zezhou Cheng
21217,062,IND(1 - 12),Permission,0 / 30,Wenxi Wang
21218,063,IND(1 - 12),Permission,1 / 30,Rohan Chandra
21219,064,IND(1 - 12),Permission,0 / 30,Henry Kautz
21220,065,IND(1 - 12),Permission,1 / 30,Matheus Xavier Ferreira
21232,067,IND(1 - 12),Permission,1 / 30,Jing Yang
,15916,001,IND(1 - 6),Permission,0 / 30
15916,001,IND(1 - 6),Permission,0 / 30,Aaron Bloomfield
15916,001,IND(1 - 6),Permission,0 / 30,Aaron Bloomfield
16894,002,IND(1 - 6),Permission,2 / 30,Shangtong Zhang
16750,003,IND(1 - 6),Permission,0 / 30,Tom Fletcher
15917,004,IND(1 - 6),Permission,0 / 30,Jack Davidson
15918,005,IND(1 - 6),Permission,0 / 30,David Evans
16906,006,IND(1 - 6),Permission,0 / 30,Wajih Ul Hassan
17186,007,IND(1 - 6),Permission,1 / 30,Chen-Yu Wei
15919,008,IND(1 - 6),Permission,0 / 30,Tom Horton
17119,009,IND(1 - 6),Permission,0 / 30,Adwait Jog
16234,010,IND(1 - 6),Permission,1 / 30,Brad Campbell
16098,011,IND(1 - 6),Permission,1 / 30,Mark Floryan
15920,012,IND(1 - 6),Permission,0 / 30,Worthy Martin
16014,013,IND(1 - 6),Permission,0 / 30,Yanjun Qi
17187,014,IND(1 - 6),Permission,1 / 30,Yen-Ling Kuo
15921,015,IND(1 - 6),Permission,0 / 30,Mark Sherriff
15922,016,IND(1 - 6),Permission,4 / 30,Kevin Skadron
17126,017,IND(1 - 6),Permission,0 / 30,Yen-Ling Kuo
16011,018,IND(1 - 6),Permission,0 / 30,Mohammad Mahmoody
17182,019,IND(1 - 6),Permission,0 / 30,Chang Lou
15923,020,IND(1 - 6),Permission,0 / 30,Kevin Sullivan
17183,021,IND(1 - 6),Permission,0 / 30,Ferdinando Fioretto
16230,022,IND(1 - 6),Permission,0 / 30,Madhur Behl
17184,023,IND(1 - 6),Permission,1 / 30,Wei-Kai Lin
16396,024,IND(1 - 6),Permission,1 / 30,Aidong Zhang
16123,025,IND(1 - 6),Permission,0 / 30,Samira Khan
16171,026,IND(1 - 6),Permission,0 / 30,Kai-wei Chang
16172,027,IND(1 - 6),Permission,0 / 30,Haiying Shen
17185,028,IND(1 - 6),Permission,0 / 30,Hyojoon Kim
16173,029,IND(1 - 6),Permission,0 / 30,Charles Reiss
16489,030,IND(1 - 6),Permission,2 / 30,Seongkook Heo
16189,032,IND(1 - 6),Permission,0 / 30,Mary Smith
16511,033,IND(1 - 6),Permission,0 / 30,Homa Alemzadeh
16739,034,IND(1 - 6),Permission,1 / 30,Afsaneh Doryab
16211,035,IND(1 - 6),Permission,0 / 30,Lu Feng
16340,036,IND(1 - 6),Permission,0 / 30,Rich Nguyen
16252,037,IND(1 - 6),Permission,0 / 30,Farzad Hassanzadeh
16341,038,IND(1 - 6),Permission,0 / 30,Raymond Pettit
16334,039,IND(1 - 6),Permission,1 / 30,Matthew Dwyer
16335,040,IND(1 - 6),Permission,0 / 30,Sebastian Elbaum
16336,041,IND(1 - 6),Permission,1 / 30,Yangfeng Ji
16339,042,IND(1 - 6),Permission,0 / 30,Robbie Hott
16337,043,IND(1 - 6),Permission,0 / 30,Ashish Venkat
16338,044,IND(1 - 6),Permission,1 / 30,Daniel Graham
21007,045,IND(1 - 6),Permission,2 / 30,Yixin Sun
21063,046,IND(1 - 6),Permission,1 / 30,Yu Meng
21146,047,IND(1 - 6),Permission,2 / 30,Yue Cheng
21183,048,IND(1 - 6),Permission,1 / 30,Kun Qian
21211,049,IND(1 - 6),Permission,0 / 30,Zezhou Cheng
21212,050,IND(1 - 6),Permission,0 / 30,Wenxi Wang
21213,051,IND(1 - 6),Permission,1 / 30,Rohan Chandra
21214,052,IND(1 - 6),Permission,0 / 30,Chen Chen
21215,053,IND(1 - 6),Permission,0 / 30,Matheus Xavier Ferreira
21216,054,IND(1 - 6),Permission,0 / 30,Henry Kautz
,15778,001,IND(1 - 12),Permission,8 / 30
15778,001,IND(1 - 12),Permission,8 / 30,Kevin Skadron
15778,001,IND(1 - 12),Permission,8 / 30,Kevin Skadron
16874,002,IND(1 - 12),Permission,3 / 30,Shangtong Zhang
15775,003,IND(1 - 12),Permission,0 / 30,Jack Davidson
15900,004,IND(1 - 12),Permission,0 / 30,Aaron Bloomfield
16881,005,IND(1 - 12),Permission,2 / 30,Yue Cheng
16748,006,IND(1 - 12),Permission,2 / 30,Tom Fletcher
16624,007,IND(1 - 12),Permission,3 / 30,Yixin Sun
15776,008,IND(1 - 12),Permission,2 / 30,David Evans
16859,009,IND(1 - 12),Permission,0 / 30,Tariq Iqbal
16616,010,IND(1 - 12),Permission,2 / 30,Miaomiao Zhang
17083,011,IND(1 - 12),Permission,1 / 30,Adwait Jog
16015,012,IND(1 - 12),Permission,0 / 30,Yanjun Qi
16611,013,IND(1 - 12),Permission,1 / 30,Jundong Li
16124,014,IND(1 - 12),Permission,1 / 30,Samira Khan
16235,015,IND(1 - 12),Permission,4 / 30,Brad Campbell
15777,016,IND(1 - 12),Permission,0 / 30,Worthy Martin
16012,017,IND(1 - 12),Permission,0 / 30,Mohammad Mahmoody
17138,018,IND(1 - 12),Permission,2 / 30,Geoffrey Fox
16231,019,IND(1 - 12),Permission,3 / 30,Madhur Behl
16492,020,IND(1 - 12),Permission,3 / 30,Seongkook Heo
16491,021,IND(1 - 12),Permission,0 / 30,Haifeng Xu
16175,022,IND(1 - 12),Permission,0 / 30,Kai-wei Chang
15779,023,IND(1 - 12),Permission,0 / 30,Kevin Sullivan
17176,024,IND(1 - 12),Permission,0 / 30,Chang Lou
15901,025,IND(1 - 12),Permission,0 / 30,Tom Horton
16176,026,IND(1 - 12),Permission,8 / 30,Haiying Shen
15902,027,IND(1 - 12),Permission,0 / 30,Mark Sherriff
17177,028,IND(1 - 12),Permission,3 / 30,Ferdinando Fioretto
16177,029,IND(1 - 12),Permission,0 / 30,Charles Reiss
17178,030,IND(1 - 12),Permission,0 / 30,Wei-Kai Lin
16212,032,IND(1 - 12),Permission,2 / 30,Lu Feng
17179,033,IND(1 - 12),Permission,0 / 30,Hyojoon Kim
16253,034,IND(1 - 12),Permission,1 / 30,Farzad Hassanzadeh
17180,035,IND(1 - 12),Permission,0 / 30,Chen-Yu Wei
16342,036,IND(1 - 12),Permission,3 / 30,Matthew Dwyer
16343,037,IND(1 - 12),Permission,3 / 30,Sebastian Elbaum
16344,038,IND(1 - 12),Permission,3 / 30,Yangfeng Ji
16345,039,IND(1 - 12),Permission,0 / 30,Yonghwi Kwon
16360,040,IND(1 - 12),Permission,1 / 30,Ashish Venkat
16397,041,IND(1 - 12),Permission,3 / 30,Aidong Zhang
16411,042,IND(1 - 12),Permission,1 / 30,Anil Vullikanti
16412,043,IND(1 - 12),Permission,6 / 30,Madhav Marathe
16828,044,IND(1 - 12),Permission,0 / 30,John Stankovic
16849,045,IND(1 - 12),Permission,0 / 30,Sandhya Dwarkadas
17181,046,IND(1 - 12),Permission,2 / 30,Yen-Ling Kuo
20678,047,IND(1 - 12),Permission,2 / 30,Afsaneh Doryab
21167,048,IND(1 - 12),Permission,1 / 30,Yu Meng
21191,049,IND(1 - 12),Permission,1 / 30,Judy Fox
21201,050,IND(1 - 12),Permission,0 / 30,Zezhou Cheng
21222,051,IND(1 - 12),Permission,0 / 30,Wenxi Wang
21223,052,IND(1 - 12),Permission,0 / 30,Rohan Chandra
21224,053,IND(1 - 12),Permission,0 / 30,Chen Chen
21225,054,IND(1 - 12),Permission,0 / 30,Matheus Xavier Ferreira
21226,055,IND(1 - 12),Permission,0 / 30,Henry Kautz
21233,056,IND(1 - 12),Permission,0 / 30,Jing Yang
